Clapeyron Database File
tc-RK parameters [csvtype = single,sep = ;]
species;Tc;Pc;acentricfactor;ZRA;L;M;N;Mw;v_shift
decyl acetate~|~n-decyl acetate~|~aceticaciddecylester;678.0;1.86e6;0.752336;;;;;200.31776;
acetylacetone~|~2,4-pentanedione;646.65;3.958e6;0.15977;;;;;100.116;
a-ethylbenzylalcohol;677.0;3.49e6;0.74643;;;;;136.19098;
a-methylbenzeneethanol;678.0;3.49e6;0.749622;;;;;136.19098;
ascorbicacid;783.0;5.29e6;2.38853;;;;;176.12412;
benzanthracene~|~benz(a)anthracene~|~benz[a]anthracene;979.0;2.39e6;0.569215;;;;;228.28788;
benzyl benzoate~|~benzoicacidphenylmethylester;820.0;2.58e6;0.59022;;;;;212.24388;
benzoylperoxide;884.0;2.57e6;0.913587;;;;;242.2268;
beta-propiolactone;686.0;6.91e6;0.357709;;;;;72.06266;
bromoethene;473.0;7.18e6;0.276474;;;;;106.94922;
butanedinitrile;770.0;3.54e6;0.558691;;;;;80.08796;
butylnonanoate~|~n-butyl nonanoate;674.0;1.74e6;0.727738;;;;;214.34434;
caprolactam~|~epsilon-caprolactam~|~1-aza-2-cycloheptanone;818.2;4.621e6;0.38504;;;;;113.158;
cis-2-butene-1,4-diol;678.0;5.2e6;1.17501;;;;;88.10512;
cumene-hydroperoxide~|~cumene hydroperoxide;605.0;3.34e6;0.995;;;;;152.19038;
decanedioicacid;845.0;2.5e6;0.960796;;;;;202.24752;
decanoic acid~|~n-decanoicacid;722.1;2.28e6;0.813724;;;;;172.265;
dextrose;755.0;4.82e6;2.3867;;;;;180.15588;
di-2-ethylhexylphthalate~|~bis(2-ethylhexyl) 1,2-benzenedicarboxylate;806.0;1.18e6;1.14203;;;;;390.55612;
3,6-dioxa-1-decanol~|~diethyleneglycolmonobutylether;692.3;2.79e6;0.654772;;;;;162.22672;
diisodecyl-phthalate;908.0;1.0e6;1.14;;;;;446.66244;
dilactide(dl);690.1;3.585e6;1.1997;;;;;144.12532;
diolein;916.0;425970.0;1.8439;;;;;620.98598;
dipropyleneglycol;654.0;3.58e6;1.19769;;;;;134.17356;
dipropyleneglycolmonomethylether~|~dipropylene glycol monoethyl ether;612.0;2.9e6;0.880311;;;;;148.20014;
dipropylene-glycol-t-butyl-ether;667.0;2.23e6;0.996597;;;;;190.27988;
c22~|~docosane~|~n-docosane;787.0;1.06e6;0.97219;;;;;310.60064;
eicosanoicacid;820.0;1.2e6;1.08228;;;;;312.53;
ethanedial;496.7;6.279e6;0.436264;;;;;58.0361;
ethanolamine~|~2-aminoethan-1-ol;678.2;7.124e6;0.446737;;;;;61.08308;
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol;569.0;4.24e6;0.758177;;;;;90.121;
ethylenediaminetetraaceticacid;809.0;2.23e6;1.69233;;;;;292.24264;
ethyl-erucate;808.2;881700.0;1.12358;;;;;366.621;
ethyloxalat~|~diethyl ethanedioate;618.0;3.09e6;0.808201;;;;;146.1412;
ethyltrimethylacetate~|~ethyl 2,2-dimethylpropanoate;566.0;2.95e6;0.410023;;;;;130.185;
methanal~|~formaldehyde;420.0;6.59e6;0.167887;;;;;30.02598;
formicacid~|~methanoicacid;588.0;5.81e6;0.312521;;;;;46.0257;
glycerol;850.0;7.5e6;0.51269;;;;;92.09382;
glycine;1021.0;6.74e6;0.685992;;;;;75.0666;
glycolmethacrylate;677.0;3.64e6;0.838673;;;;;130.1418;
hydrogen;33.19;1.313e6;-0.215993;;;;;2.01588;
ethyl hexadecanoate~|~hexadecanoicacid-ethylester;759.4;1.156e6;0.862132;;;;;284.477;
hexanamide;747.8;3.569e6;0.610721;;;;;115.174;
di(2-ethyl hexyl)adipate~|~hexanedioicacid-bis(2-ethylhexyl)ester;845.0;1.12e6;0.899342;;;;;370.56648;
dioctyl adipate~|~hexanedioicacid-dioctylester;830.0;1.13e6;1.04847;;;;;370.56648;
methyl hydroxyethanoate~|~hydroxyaceticacidmethylester;599.3;5.32e6;0.782785;;;;;90.07794;
hydroxypivalylhydroxypivalate;714.2;2.627e6;1.2504;;;;;204.263;
inositol;850.0;5.32e6;2.37096;;;;;180.15588;
isopropyl myristate~|~isopropylbutadecanoate~|~1-methylethyl tetradecanoate;738.0;1.4e6;0.936391;;;;;270.45066;
methacrylicacid~|~2-methyl-2-propenoic acid;662.0;4.79e6;0.331817;;;;;86.08924;
methylacetoacetate~|~methyl 3-oxobutanoate;652.8;3.83e6;0.439724;;;;;116.11522;
methyldioxolane~|~2-methyl-1,3-dioxolane;549.2;4.971e6;0.302693;;;;;88.1051;
methyllinoleate~|~methyl (z,z)-9,12-octadecadienate;767.4;1.306e6;1.02558;;;;;294.472;
butylbenzenehydroperoxide~|~n-butylbenzenehydroperoxide;762.5;2.944e6;0.957;;;;;166.217;
cyclohexylcyclohexaneamine~|~n-cyclohexylcyclohexanamine~|~n-cyclohexylcyclohexaneamine;737.0;2.52e6;0.513324;;;;;181.31772;
formylmorpholine~|~n-formylmorpholine;779.3;5.08e6;0.402833;;;;;115.1305;
nonacosane;838.0;826000.0;1.26531;;;;;408.7867;
nonadecanoicacid;811.0;1.27e6;1.06769;;;;;298.504;
nonylbenzene~|~n-nonylbenzene;741.0;1.895e6;0.633063;;;;;204.35106;
propylbenzenehydroperoxide~|~n-propylbenzenehydroperoxide;746.8;3.29e6;0.90583;;;;;152.19;
triacontane~|~n-triacontane;844.0;800000.0;1.30718;;;;;422.81328;
o,p-bisphenola;849.1;2.925e6;0.93202;;;;;228.286;
octadecanoic acid;803.0;1.33e6;1.03936;;;;;284.477;
o-dinitrobenzene;831.0;3.85e6;0.668806;;;;;168.10696;
oxalicacid;828.0;8.2e6;0.286278;;;;;90.03488;
oxiranemethanol;630.0;5.95e6;0.672266;;;;;74.07854;
pentaerythritol;780.0;4.78e6;2.17276;;;;;136.14638;
pentylbutyrate~|~pentyl butanoate;626.6;2.325e6;0.589398;;;;;158.238;
perfluoro-n-decane;542.35;1.172e6;0.512712;;;;;538.072;
peroxide,bis(1-methyl-1-phenylethyl);884.0;2.18e6;0.449749;;;;;270.36608;
peroxyaceticacid;552.0;6.4e6;0.752294;;;;;76.05136;
phenylacetate~|~phenyl ethanoate;687.1;3.587e6;0.416026;;;;;136.148;
p-isopropenylstyrene;741.0;2.78e6;0.406837;;;;;144.21298;
propylenecarbonate~|~4-methyl-1,3-dioxolan-2-one;778.0;5.41e6;0.449764;;;;;102.08864;
pyruvicacid;634.52;5.65e6;0.670904;;;;;88.06206;
salicylicaldehyde~|~2-hydroxybenzaldehyde;680.0;4.99e6;0.619347;;;;;122.12134;
sec-butenylglycolether;608.5;3.45e6;0.551728;;;;;116.158;
sorbitol;868.0;4.64e6;2.21307;;;;;182.17176;
succinicacid;838.0;5.0e6;0.743044;;;;;118.08804;
sucroseacetateisobutyrate;973.6;654100.0;1.90757;;;;;846.909;
tartaricacid;828.0;5.18e6;2.01095;;;;;150.08684;
terephthalicacid-bis(2-hydroxyethyl)ester;846.0;2.47e6;1.60351;;;;;254.23596;
tetracene;987.0;2.39e6;0.565316;;;;;228.28788;
tetraethyleneglycolmonobutylether;714.1;1.79e6;1.26329;;;;;250.332;
trans-2-butene-1,4-diol;666.0;5.2e6;1.21861;;;;;88.10512;
trans-2-eicosene;741.8;1.221e6;0.878423;;;;;280.5316;
trans-crotonaldehyde;565.0;3.87e6;0.343513;;;;;70.0898;
triethanolamine;772.1;2.743e6;1.28411;;;;;149.1882;
teg~|~triethylene glycol;769.5;3.32e6;0.755952;;;;;150.17296;
triethyleneglycoln-hexylether;708.8;1.789e6;1.17816;;;;;234.332;
triethyleneglycoln-propylether;684.8;2.314e6;1.13;;;;;192.253;
trilacticacid;777.0;2.55e6;1.42514;;;;;234.20326;
trioctyltrimellitate;777.9;850500.0;2.02449;;;;;546.778;
triolein;935.3;200200.0;2.08832;;;;;885.43206;
formamide;771.0;7.75e6;0.41;;;;;45.041;
2-butylbenzothiophene;818.7;2.841e6;0.528;;;;;190.08162162562;
2-chloro-1,1-difluoroethylene;400.55;4.458e6;0.2116;;;;;98.479146;
2-chloro-1,3-propanediol;669.7;5.065e6;1.0641;;;;;110.53948;
2-cyclohexenyl cyclohexanone;792.8;2.933e6;0.4284;;;;;178.27072;
2-ethoxy-1-propanol;592.3;3.64e6;0.5367;;;;;104.14758;
2-ethylbenzothiophene;774.0;3.526e6;0.4283;;;;;162.0503214967;
2-ethylhexyl benzoate;755.6;1.868e6;0.6858;;;;;234.33;
novec649~|~1,1,1,2,2,4,5,5,5-nonafluoro-4-(trifluoromethyl)-3-pentanone;441.81;1.869027e6;0.471023593579974;;;;;316.0438;
orthodeuterium;38.34;1.6796e6;-0.136290274128;;;;;4.0282;
orthohydrogen~|~ortho-hydrogen;33.22;1.31065e6;-0.219;;;;;2.01594;
paradeuterium;38.34;1.6796e6;-0.136290274128;;;;;4.0282;
parahydrogen;32.938;1.2858e6;-0.219;;;;;2.01587999999999;
r1233zde~|~r1233zd(e)~|~trans-1-chloro-3,3,3-trifluoropropene~|~(e)-1-chloro-3,3,3-trifluoroprop-1-ene;439.6;3.623638e6;0.302452293580176;;;;;130.4944;
r1234zez~|~r1234ze(z)~|~cis-1,3,3,3-tetrafluoropropene~|~(z)-1,3,3,3-tetrafluoro-1-propene;423.27;3.53062e6;0.326838720064214;;;;;114.0416;
tetrafluorosilane~|~silicon tetrafluoride;259.0;3.71457e6;0.42539;;;;;104.08;
r1123~|~trifluoroethene~|~trifluoroethylene;331.73;4.5488e6;0.2429;;;;;82.0245;
r1216~|~perfluoropropene~|~hexafluoropropene~|~hexafluoropropylene;358.9;3.1495e6;0.333;;;;;150.0225192;
pentylamine~|~n-pentylamine~|~1-pentanamine~|~1-aminopentane~|~1-pentylamine;557.1;3.887113811e6;0.3983;;;;;87.166;
1-chlorohexane;599.0;3.289359893e6;0.3746;;;;;120.62;
