Clapeyron Database File
tc-RK parameters [csvtype = single,sep = ;]
species;Tc;Pc;acentricfactor;ZRA;L;M;N;Mw;v_shift
alpha-hydroxyisobutyric acid~|~2-hydroxy-2-methylpropanoicacid;664.0;4.92e6;0.9833;-123.0;0.5445;0.8179;3.1566;104.10452;-0.00012299999999999998
alpha-methylstyrene~|~(1-methylethenyl)benzene;654.0;3.36e6;0.323;0.2572;0.2226;0.834;2.8266;118.1757;3.2328e-5
2-pinene~|~alpha-pinene;644.0;2.76e6;0.2209;0.2542;0.0734;0.8152;3.1443;136.23404;4.8754199999999995e-5
ammonia;405.65;1.128e7;0.2526;0.2464;0.2981;0.8651;2.3245;17.03052;8.639799999999998e-6
anethole~|~1-methoxy-4-(1-propenyl)-benzene;723.0;2.9e6;0.4846;0.2435;0.3001;0.8267;2.9702;148.20168;5.33078e-5
aniline;699.0;5.31e6;0.3775;0.2606;0.3436;0.8224;2.3168;93.12648;1.796e-5
anisole~|~methyl phenyl ether;645.6;4.25e6;0.3502;0.2639;0.2909;0.8431;2.6196;108.13782;1.84085e-5
anthracene;873.0;2.9e6;0.4857;0.2306;0.5035;0.8706;2.2496;178.2292;8.53158e-5
anthraquinone;900.0;3.15e6;0.6807;0.2377;0.6852;0.8805;2.123;208.21212;6.234449999999999e-5
antimony trichloride;794.0;4.82e6;0.1706;0.2203;0.25;0.8593;2.1772;228.119;6.59196e-5
argon;150.86;4.898e6;0.0;0.2935;0.2023;0.9086;1.8129;39.948;8.728e-7
arsine;373.0;6.55e6;0.0105;0.2792;0.2386;0.8806;1.5134;77.9454;6.4911e-6
benzaldehyde;695.0;4.65e6;0.3127;0.2595;0.4223;0.8411;1.8883;106.12194;2.31305e-5
benzanthracene~|~benz(a)anthracene~|~benz[a]anthracene;979.0;2.39e6;0.5692;-123.0;1.7023;0.9819;0.5027;228.28788;-0.00012299999999999998
benzene;562.05;4.895e6;0.2103;0.2697;0.1823;0.8448;2.6354;78.11184;1.35115e-5
benzoic acid;751.0;4.47e6;0.6028;0.2481;1.8032;0.5332;0.825;122.12134;3.0273299999999997e-5
benzophenone;830.0;3.3520000000000005e6;0.5019;0.2625;0.4931;0.8645;2.3325;182.2179;2.5066299999999997e-5
benzo thiophene~|~benzo(b)thiophene~|~benzo[b]thiophene;764.0;4.76e6;0.3071;0.2782;0.3722;0.872;2.231;134.19824;6.8875e-6
benzotrichloride~|~(trichloromethyl)-benzene;737.0;3.34e6;0.2599;0.2539;0.226;0.8454;2.6251;195.4736;4.3568699999999995e-5
benzotrifluoride~|~trifluoromethylbenzene~|~(trifluoromethyl)benzene;559.9;3.21e6;0.2998;0.2536;0.4823;0.8198;1.615;146.10981;3.34625e-5
benzoyl chloride;697.0;4.06e6;0.4159;0.2602;0.8244;0.9514;1.3758;140.567;2.23362e-5
benzylalcohol~|~benzenemethanol;720.15;4.374e6;0.3631;0.2461;0.0498;0.7692;3.4071;108.13782;3.7566499999999993e-5
benzyl chloride~|~(chloromethyl)benzene~|~(chloromethyl)-benzene;686.0;3.91e6;0.3136;0.2537;0.9629;0.8003;0.9218;126.58348;3.3694499999999994e-5
benzyl dichloride~|~(dichloromethyl)benzene~|~(dichloromethyl)-benzene;731.0;3.65e6;0.3264;0.2561;0.4507;0.8857;2.0263;161.02854;3.39506e-5
benzyl ethyl ether~|~(ethoxymethyl)-benzene;662.0;3.11e6;0.4332;0.2523;0.4493;0.8568;2.2543;136.19098;3.6528799999999995e-5
benzyl mercaptan~|~benzenemethanethiol~|~(mercaptomethyl)benzene;718.0;4.06e6;0.3126;0.261;0.2511;0.8417;2.6869;124.20342;2.5672e-5
benzylamine;684.0;4.32e6;0.4011;0.2612;0.307;0.8399;2.7184;107.15306;2.01062e-5
beta-phellandrene~|~3-methylene-6-(1-methylethyl)cyclohexene;648.0;2.82e6;0.3766;0.2647;0.6101;0.8041;1.466;136.23404;2.66215e-5
beta-pinene~|~.beta.-pinene;643.0;2.76e6;0.3249;0.2549;0.351;0.8627;2.3579;136.23404;4.1092e-5
beta-propiolactone;686.0;6.909999999999999e6;0.3577;-123.0;0.413;0.8484;1.8129;72.06266;-0.00012299999999999998
norbornane~|~bicyclo[2.2.1]heptane;594.0;3.696e6;0.1636;-123.0;0.1753;0.852;2.5174;96.17018;-0.00012299999999999998
bicyclo[2,2,2]octane~|~bicyclo[2.2.2]octane;625.0;3.4200000000000005e6;0.2054;0.2468;0.2512;0.0;0.4329;110.19676;5.62626e-5
bicyclohexyl~|~1,1'-bicyclohexyl;727.0;2.56e6;0.4276;0.2556;0.5373;0.8881;2.0329;166.30308;4.35306e-5
biphenyl;773.0;3.3799999999999995e6;0.4029;0.2559;0.2855;0.8349;2.8094;154.2078;3.59436e-5
bis(chloromethyl)ether;579.0;4.58e6;0.3239;0.2541;0.2406;0.8376;2.7602;114.95856;2.3149099999999998e-5
boron trichloride;451.95;3.871e6;0.1505;0.2489;0.1236;0.8413;2.6948;117.17;2.9481199999999998e-5
boron trifluoride;260.9;4.99e6;0.4337;0.2602;0.2948;0.8335;2.8361;67.80621;6.7183e-6
bromine;584.15;1.03e7;0.129;0.2992;0.1923;0.8672;2.2947;79.904;-2.3956e-6
bromobenzene;670.15;4.519e6;0.2506;0.2632;0.2763;0.8593;2.4073;157.0079;2.13799e-5
bromochlorodifluoromethane;426.15;4.254e6;0.1871;0.2745;0.1699;0.8469;2.6004;165.364506;9.5305e-6
ch2clbr~|~bromochloromethane;557.0;6.47e6;0.2064;0.2714;0.2097;0.8517;2.5212;129.38358;9.2405e-6
bromodifluoromethane;411.98;5.132e6;0.205;0.2684;0.1763;0.8439;2.6471;130.919446;1.01357e-5
bromoethane;503.8;5.565e6;0.2053;0.2742;0.327;0.8829;2.0931;108.9651;8.0442e-6
ch3br~|~bromomethane;464.0;6.929000000000001e6;0.1534;0.2715;0.367;0.8502;1.5429;94.93852;8.1363e-6
bromotrichloromethane;606.0;4.97e6;0.192;-123.0;0.227;0.8594;2.4058;198.2737;-0.00012299999999999998
bromotrifluoroethylene;432.0;4.48e6;0.1754;-123.0;0.1948;0.8546;2.4777;160.92061;-0.00012299999999999998
cf3br~|~bromotrifluoromethane;340.15;3.9700000000000005e6;0.1704;0.276;0.2255;0.8638;2.3422;148.90991;7.4898e-6
butanal~|~1-butanal~|~butyraldehyde;537.2;4.41e6;0.2826;0.2593;0.2816;0.8544;2.4799;72.10572;1.95438e-5
butylvinylether~|~1-(ethenyloxy)butane;536.0;3.12e6;0.3802;0.262;0.2732;0.8358;2.7927;100.15888;2.17311e-5
butyronitrile~|~butanenitrile~|~n-butyronitrile;585.4;3.8799999999999995e6;0.3601;0.2306;0.5012;0.8929;1.9779;69.10508;4.58611e-5
calcium;3267.0;1.53e7;0.1167;-123.0;0.4605;0.9595;1.3703;40.078;-0.00012299999999999998
camphor;709.0;2.99e6;0.319;0.256;0.3068;0.8536;2.4931;152.23344;4.07202e-5
carbon dioxide;304.21;7.383e6;0.2236;0.2719;0.2807;0.8685;2.2778;44.0095;4.158199999999999e-6
cs2~|~carbon disulfide;552.0;7.9e6;0.1107;0.2879;0.2765;0.8853;1.8817;76.1407;2.1538e-6
carbon monoxide;132.92;3.499e6;0.0482;0.2897;0.1625;0.8778;2.1562;28.0101;1.4068e-6
ccl4~|~tetrachloromethane~|~carbon tetrachloride;556.35;4.56e6;0.1926;0.2722;0.2007;0.8528;2.5045;153.8227;1.2978199999999999e-5
r14~|~perfluoromethane~|~tetrafluoromethane~|~carbon tetrafluoride;227.51;3.7450000000000005e6;0.179;0.281;0.2404;0.8659;2.3126;88.004313;3.3487e-6
carbonyl fluoride;297.0;5.76e6;0.2829;-123.0;0.1349;0.8204;3.102;66.006906;-0.00012299999999999998
carbonyl sulfide;378.8;6.349e6;0.097;0.2757;0.1955;0.8742;2.2017;60.0751;6.495e-6
cl2~|~chlorine;417.15;7.709999999999999e6;0.0688;0.2774;0.3923;0.8524;1.2102;70.906;5.7792e-6
chlorine trifluoride;433.7;4.578e6;0.3371;0.204;0.8547;0.8371;0.8849;92.44821;4.51612e-5
chloroacetaldehyde;555.0;5.37e6;0.3297;-123.0;0.2275;0.8337;2.833;78.49762;-0.00012299999999999998
chloroaceticacid~|~chloroethanoic acid;686.0;5.78e6;0.5461;0.2315;0.3078;0.8204;3.1015;94.49702;3.20435e-5
chloroacetyl chloride;581.0;5.11e6;0.354;0.2568;0.2215;0.8288;2.9268;112.94268;1.84986e-5
r22~|~chf2cl~|~chlorodifluoromethane~|~difluorochloromethane;369.3;4.971e6;0.2192;0.2677;0.4038;0.8408;1.6347;86.468446;9.5007e-6
chlorofluoromethane;427.0;5.62e6;0.2108;0.2477;0.4362;0.9127;1.7726;68.477983;1.8335699999999998e-5
chcl3~|~chloroform~|~trichloromethane;536.4;5.472e6;0.2219;0.2757;0.2463;0.8527;2.3564;119.37764;7.7268e-6
r115~|~chloropentafluoroethane~|~1-chloro-1,1,2,2,2-pentafluoroethane;353.15;3.157e6;0.2514;0.2757;0.3456;0.8394;1.9449;154.466416;8.075399999999999e-6
chloroprene~|~2-chloro-1,3-butadiene;525.0;4.26e6;0.1974;0.2607;0.2401;0.8607;2.3503;88.5355;2.1243099999999997e-5
chlorotrifluoroethylene~|~1-chloro-1,2,2-trifluroethene;379.15;4.053e6;0.2442;0.2718;0.2707;0.8594;2.4057;116.46961;8.9102e-6
r13~|~chlorotrifluoromethane;302.0;3.8700000000000005e6;0.1717;0.2772;0.2152;0.8609;2.3838;104.45891;6.2544e-6
chrysene;979.0;2.39e6;0.603;-123.0;0.3372;0.8194;3.1241;228.28788;-0.00012299999999999998
cis-1,2-dichloroethene~|~(z)-1,2-dichloroethene~|~cis-1,2-dichloroethylene;544.0;5.19e6;0.1349;0.259;0.6851;0.7004;0.8151;98.96;2.11469e-5
cis-1,2-dimethylcyclohexane;606.15;2.938e6;0.2324;0.2544;1.145;0.9471;0.7066;112.21264;4.19707e-5
(z)-1,2-dimethylcyclopentane~|~cis-1,2-dimethylcyclopentane~|~1,cis-2-dimethylcyclopentane;565.15;3.4450000000000005e6;0.2662;0.2698;0.2645;0.8534;2.4877;98.18606;1.68996e-5
cis-1,3-dimethylcyclohexane;591.15;2.938e6;0.2366;0.2634;1.2217;0.9929;0.6651;112.21264;3.01691e-5
cis-1,3-dimethylcyclopentane;551.0;3.4450000000000005e6;0.2743;0.2801;0.8392;0.9639;1.0779;98.18606;6.416699999999999e-6
1,3-pentadiene~|~(z)-1,3-pentadiene~|~cis-1,3-pentadiene;499.0;3.74e6;0.147;0.2559;1.3693;1.0;0.4984;68.11702;2.84013e-5
cis-1,4-dimethylcyclohexane;598.15;2.938e6;0.2311;0.2592;1.3138;1.0;0.6071;112.21264;3.5817999999999995e-5
cis-1-propenylbenzene;671.0;3.36e6;0.3411;0.2558;0.2544;0.8384;2.7448;118.1757;3.399669999999999e-5
2-butene~|~(z)-2-butene~|~cis-2-butene;435.5;4.21e6;0.2019;0.2704;0.4928;0.8426;1.3592;56.10632;1.20722e-5
cis-2-decene~|~trans-2-decene;621.0;2.18e6;0.4752;0.2516;0.7806;0.8477;2.2624;140.2658;3.18418e-5
cis-2-heptene~|~2-heptene, (z)-;543.7;2.84e6;0.3363;0.2574;0.3373;0.8577;2.4308;98.18606;3.06731e-5
(z)-2-hexene~|~cis-2-hexene;511.4;3.16e6;0.2874;0.2605;0.256;0.8473;2.5937;84.15948;2.47456e-5
cis-2-methylcyclohexanol;614.0;3.79e6;0.6805;0.267;0.6462;0.8692;2.2675;114.18546;7.7994e-6
cis-2-octene;572.0;2.59e6;0.3889;0.2554;0.2921;0.8391;2.7332;112.21264;3.61344e-5
2-pentene~|~(z)-2-pentene~|~cis-2-pentene;475.0;3.64e6;0.2454;0.2701;0.3185;0.8378;2.0248;70.1329;1.39512e-5
cis-3-heptene;545.0;2.84e6;0.2949;0.2588;0.2202;0.8381;2.7515;98.18606;3.1199e-5
cis-3-hexene~|~(e)-3-hexene~|~trans-3-hexene;509.0;3.17e6;0.2787;0.2634;0.2411;0.8426;2.5878;84.15948;2.2295e-5
cis-3-octene;569.0;2.59e6;0.38;0.2559;0.2652;0.8346;2.8159;112.21264;3.56459e-5
(z)-4-octene~|~cis-4-octene;568.0;2.59e6;0.3854;0.256;0.2669;0.8343;2.8218;112.21264;3.53502e-5
cis-crotonitrile;568.0;3.8799999999999995e6;0.3787;0.2235;0.5428;0.9009;1.8922;67.09;4.9722099999999996e-5
cis-decalin~|~decahydronaphthalene~|~cis-decahydronaphthalene;703.6;3.2e6;0.2791;0.264;1.2974;0.9499;0.6563;138.24992;3.10514e-5
crotylglycolether;643.9;3.3869999999999995e6;0.5532;-123.0;0.4024;0.7918;2.4644;116.158;-0.00012299999999999998
cumene~|~isopropylbenzene;631.0;3.2090000000000005e6;0.3274;0.2622;1.2636;1.0;0.743;120.19158;2.7388e-5
cumene-hydroperoxide~|~cumene hydroperoxide;605.0;3.34e6;0.995;-123.0;0.9285;0.8483;2.5767;152.19038;-0.00012299999999999998
cyanogen~|~ethanedinitrile;400.15;5.924e6;0.2756;0.2629;0.8969;0.9896;1.0169;52.0348;9.6092e-6
cyanogen chloride;449.0;5.99e6;0.3221;0.2378;0.5517;0.9055;1.7259;61.4704;2.04514e-5
cyclobutane;459.93;4.98e6;0.1847;0.2727;0.2414;0.8658;2.3144;56.10632;9.660399999999998e-6
cycloheptane;604.2;3.8200000000000005e6;0.2408;0.2721;0.2655;0.8586;2.4168;98.18606;1.49243e-5
cycloheptene;598.0;4.01e6;0.2517;0.277;1.2398;1.0;0.665;96.17018;1.00742e-5
cyclohexane;553.8;4.0799999999999995e6;0.2081;0.273;0.3169;0.8332;1.8629;84.15948;1.33377e-5
cyclohexanecarboxaldehyde;639.4;3.579e6;0.3827;-123.0;0.7129;0.6007;0.7248;112.16958;-0.00012299999999999998
cyclohexanol;650.1;4.26e6;0.369;0.2581;2.7359;1.0;0.3451;100.15888;2.38363e-5
cyclohexanone;653.0;4.0e6;0.299;0.2465;0.2728;0.8494;2.5584;98.143;3.76482e-5
cyclohexene;560.4;4.35e6;0.2123;0.272;0.4444;0.8434;1.5029;82.1436;1.3436199999999999e-5
cyclohexanethiol~|~cyclohexyl mercaptan;664.0;3.9700000000000005e6;0.2641;0.2693;0.2265;0.8456;2.6212;116.22448;1.80717e-5
cyclohexylamine;615.0;4.2e6;0.3604;0.2757;0.4838;0.8901;2.0096;99.17412;7.1113e-6
cyclohexylbenzene;744.0;2.88e6;0.3783;0.2624;0.1686;0.7913;2.9659;160.25544;3.31247e-5
cyclooctane;647.2;3.56e6;0.2524;0.2701;0.1902;0.8386;2.7423;112.21264;1.92094e-5
cyclooctene;632.0;3.6799999999999995e6;0.2804;-123.0;1.132;1.0;0.7836;110.19676;-0.00012299999999999998
cyclopentadiene~|~1,3-cyclopentadiene;507.0;5.15e6;0.202;0.2746;0.5021;0.9354;1.5659;66.10114;8.693499999999999e-6
cyclopentane;511.7;4.51e6;0.1949;0.2712;0.3865;0.8406;1.6032;70.1329;1.28072e-5
cyclopentanone;624.5;4.6e6;0.2876;0.2483;0.2505;0.8461;2.6129;84.11642;3.02803e-5
cyclopentene;507.0;4.8e6;0.1961;0.2759;0.5165;0.8584;1.3195;68.11702;8.9885e-6
cyclopentanamine~|~cyclopentylamine;584.0;4.64e6;0.3294;0.271;1.1117;1.0;0.8684;85.14754;1.07684e-5
cyclopropane;398.0;5.54e6;0.1278;0.2776;0.2287;0.8714;2.1594;42.07974;6.364699999999999e-6
cyclopropanecarboxylic acid;671.0;5.995e6;0.6048;-123.0;0.8668;0.9057;1.5994;86.08924;-0.00012299999999999998
perfluorobutane~|~decafluorobutane~|~n-perfluorobutane;386.35;2.323e6;0.3664;0.271;0.2535;0.8336;2.8333;238.026832;1.26917e-5
d5~|~decamethylcyclopentasiloxane;617.4;1.035e6;0.6223;0.2485;1.3268;0.8778;1.0274;370.7697;0.00010087739999999999
decanal~|~1-decanal;674.0;2.6e6;0.5201;0.27;1.3659;1.0;0.8909;156.2652;1.5204599999999998e-5
deuterium;38.35;1.662e6;-0.1449;0.315;0.215;0.9921;1.1079;4.028204;-1.2543e-6
water-d2~|~heavywater~|~deuterium oxide;643.89;2.1671e7;0.3658;-123.0;0.3831;0.861;2.3282;20.027604;-0.00012299999999999998
di(2-chloroethyl)ether~|~bis(2-chloroethyl)ether;666.0;3.59e6;0.394;0.2475;0.2496;0.8276;2.9112;211.9;3.85403e-5
di(2-ethyl hexyl)adipate~|~hexanedioicacid-bis(2-ethylhexyl)ester;845.0;1.12e6;0.8993;0.2428;1.6202;0.8976;1.2068;370.56648;0.0001129458
dibenzofuran~|~dibenzo[bd]furan;824.0;3.64e6;0.3988;0.261;0.3072;0.8414;2.6935;168.19132;2.93348e-5
9h-carbazole~|~dibenzopyrrole;899.0;3.26e6;0.4938;-123.0;0.5257;0.8728;2.2202;167.20656;-0.00012299999999999998
dibenzothiophene;897.0;3.86e6;0.3983;-123.0;0.3902;0.859;2.4104;184.25692;-0.00012299999999999998
diborane;289.8;4.053e6;0.1311;0.2836;0.537;0.8624;1.1071;21.622;3.934e-6
ch2br2~|~dibromomethane;611.0;7.17e6;0.2095;0.2847;0.2747;0.8682;2.2814;173.83458;2.1434e-6
dibutyl sebacate~|~dibutyl decanedioate~|~decanedioicaciddibutylester;768.0;1.32e6;1.1245;0.2392;0.62;0.8184;3.1456;314.46016;9.31477e-5
dichloroacetyl chloride;585.0;4.61e6;0.3089;0.2686;0.2281;0.8373;2.7649;147.38774;1.2925e-5
dichlorodiethylsilane;595.75;3.06e6;0.3189;-123.0;0.1378;0.8139;3.1644;157.1137;-0.00012299999999999998
r12~|~dichlorodifluoromethane;384.95;4.125e6;0.1797;0.2761;0.2182;0.86;2.3965;120.913506;7.9301e-6
r21~|~chfcl2~|~dichlorofluoromethane;451.58;5.184e6;0.2048;0.2711;0.2049;0.8509;2.5347;102.923043;9.5053e-6
ch2cl2~|~dichloromethane;510.0;6.08e6;0.1986;0.2627;0.9539;0.891;0.77;84.93258;1.38657e-5
dichlorosilane;451.5;4.599e6;0.163;0.2767;0.1589;0.8471;2.5725;98.9915;8.4952e-6
dicyclohexyl sulfide;802.0;2.65e6;0.3955;-123.0;0.4251;0.8653;2.321;198.36808;-0.00012299999999999998
dicyclopentadiene~|~3a,4,7,7a-tetrahydro-4,7-methanoindene;660.0;3.06e6;0.288;0.2583;0.6747;0.8557;1.2551;132.20228;3.6303899999999996e-5
diethanolamine;736.6;4.27e6;0.9529;0.2236;0.6914;0.8452;2.6272;105.13564;4.47855e-5
diethyldisulfide~|~3,4-dithiahexane;642.0;3.8700000000000005e6;0.3469;0.2695;0.3467;0.8592;2.4077;122.2522;1.47001e-5
diethyl ether;466.7;3.64e6;0.2811;0.2645;0.2158;0.8397;2.7231;74.1216;1.69541e-5
diethylmaleate;680.0;2.61e6;0.6658;0.2614;0.6368;0.8698;2.2603;172.18;2.1690299999999998e-5
diethylphthalate~|~diethyl 1,2-benzenedioate;776.0;2.26e6;0.6249;0.241;0.4256;0.833;2.8448;222.23716;7.04024e-5
3-thiapentane~|~diethylsulfide;557.15;3.96e6;0.29;0.2668;0.5311;0.8313;1.4801;90.1872;1.6794799999999997e-5
diethylamine;496.6;3.71e6;0.3039;0.2614;0.3024;0.8212;2.2182;73.13684;1.95607e-5
1,1'-oxybis-2-ethoxy-ethane~|~diethylene glycol diethyl ether;624.0;2.37e6;0.6807;0.255;0.3554;0.8177;3.1628;162.22672;3.26609e-5
2-(2-ethoxyethoxy)ethyl acetate~|~2-(2-ethoxyethoxy)-ethanolacetate~|~diethylene glycol ethyl ether acetate;660.0;2.42e6;0.7145;-123.0;0.6515;0.8658;2.3148;176.21024;-0.00012299999999999998
2-(2-propoxyethoxy)ethanol~|~diethylene glycol monopropyl ether;679.8;3.002e6;0.6114;0.2597;0.2972;0.812;3.2941;148.20014;2.3538e-5
diethylsulfite;624.0;3.7700000000000005e6;0.5065;0.275;0.6252;0.8941;1.9653;138.18;4.480299999999999e-6
r32~|~difluoromethane;351.26;5.784e6;0.2771;0.2444;0.3483;0.8724;2.2259;52.023386;1.49356e-5
pentafluorodimethyl ether ~|~(difluoromethoxy)trifluoromethane~|~difluoromethyl trifluoromethyl ether;354.49;3.376e6;0.3253;0.2672;0.2429;0.8379;2.7547;136.020756;1.11865e-5
dihexyl adipate~|~hexanedioicaciddihexylester;767.0;1.32e6;1.0935;0.2424;0.6107;0.8192;3.1295;314.46016;8.40417e-5
diiodomethane;747.0;5.47e6;0.1405;0.2392;0.0892;0.8351;2.8062;267.83552;4.2412e-5
diisobutyl ketone~|~2,6-dimethyl-4-heptanone;615.0;2.48e6;0.5116;0.2595;0.5572;0.8768;2.1684;142.23862;2.88864e-5
diisobutylamine~|~2-methyl-n-(2-methylpropyl)-1-propanamine;580.0;2.57e6;0.4854;0.269;1.0436;0.985;1.1698;129.24316;1.53046e-5
diisopentylsulfide;664.4;2.181e6;0.5971;0.2585;0.4252;0.8368;2.775;174.34668;3.3586799999999995e-5
diisopropyl ether~|~di-isopropyl ether;500.05;2.88e6;0.3387;0.2699;0.4925;0.8172;1.6667;102.17476;1.58304e-5
diketene~|~4-methylene-2-oxetanone;616.0;5.96e6;0.3821;-123.0;1.1086;0.9998;0.9441;84.07336;-0.00012299999999999998
dimethyl carbonate;548.0;4.5e6;0.3846;0.2502;0.4321;0.8713;2.2399;90.07794;2.33545e-5
2,3-dithiabutane~|~dimethyldisulfide;615.0;5.36e6;0.2059;0.275;0.3802;0.8295;1.6238;94.19904;1.0055999999999998e-5
dimethyl ether;400.1;5.37e6;0.2002;0.2731;0.2577;0.8655;2.3184;46.06844;7.2431999999999995e-6
dimethylsuccinate~|~dimethyl 1,4-butanedioate;657.0;3.2799999999999995e6;0.6223;0.2508;0.6298;0.8749;2.1929;146.1412;3.0131e-5
2-thiapropane~|~dimethylsulfide;503.04;5.53e6;0.1943;0.2674;0.2659;0.853;2.128;62.13404;1.22314e-5
dmso~|~dimethyl sulfoxide;729.0;5.65e6;0.2806;0.235;0.6965;0.8721;2.2294;78.13344;2.87728e-5
dimethyl terephthalate~|~dimethyl 1,4-benzenedicarboxylate~|~1,4-benzenedicarboxylicaciddimethylester;777.4;2.76e6;0.5807;0.2375;0.6209;0.8797;2.1331;194.184;6.48887e-5
dimethyl-2,6-naphthalenedicarboxylate~|~dimethyl 2,6-naphthalenedicarboxylate~|~2,6-naphthalenedicarboxylicaciddimethylester;883.0;2.485e6;0.6853;-123.0;0.4477;0.8305;2.8933;244.24268;-0.00012299999999999998
2-butyne~|~dimethylacetylene;473.2;4.87e6;0.2385;0.2649;0.3223;0.8396;1.9897;54.09044;1.35134e-5
dimethylaluminum chloride;619.0;3.6200000000000005e6;0.1834;-123.0;1.7051;0.22;0.5703;92.503579;-0.00012299999999999998
dimethylamine;437.2;5.34e6;0.2999;0.2633;0.2616;0.799;2.2396;45.08368;1.12287e-5
dimethylchlorosilane;472.0;3.6200000000000005e6;0.2526;0.2691;0.4926;0.9161;1.7399;93.60754;1.41204e-5
dichlorodimethylsilane~|~dimethyl dichlorosilane;520.35;3.49e6;0.2675;0.2738;0.6903;0.8595;1.19;129.06054;1.20947e-5
dimethyldimethoxysilane;524.0;2.66e6;0.2629;0.2505;0.2812;0.4246;1.0934;120.22238;4.4255299999999996e-5
dibutyl ether~|~di-n-butylether;584.1;2.46e6;0.4476;0.2592;0.4193;0.8266;2.2641;130.22792;3.12593e-5
dibutylphthalate~|~di-n-butyl phthalate~|~dibutyl 1,2-benzenedicarboxylate;781.0;1.75e6;0.9569;0.2467;0.6743;0.8404;2.7099;278.34348;5.90324e-5
di-n-butyl sulfone;767.0;2.54e6;0.6877;0.2422;0.3726;0.8167;3.1844;178.29232;5.7716799999999996e-5
dibutylamine~|~di-n-butylamine;602.3;2.57e6;0.5296;0.2622;0.5397;0.8708;2.2464;129.24316;2.3117599999999997e-5
di-n-hexylether;658.0;1.816e6;0.7105;0.2499;0.363;0.8128;3.2749;186.33424;5.27144e-5
di-n-octyl ether~|~1,1'-oxybis-octane;707.0;1.44e6;0.9336;0.2442;0.4877;0.8135;3.2587;242.44056;7.42967e-5
dioctylamine~|~di-n-octylamine~|~octyl-1-octanamine~|~n-octyl-1-octanamine;734.0;1.26e6;0.8187;0.2256;0.5204;0.829;2.9223;241.4558;0.00015375139999999999
dipentyl ether~|~di-n-pentylether;622.0;2.0899999999999998e6;0.6012;0.2543;0.6201;0.8762;2.1769;158.28108;3.9692e-5
4,5-dithiaoctane~|~dipropyldisulfide~|~di-n-propyl disulfide;675.0;3.03e6;0.437;0.2645;0.6767;0.8204;1.4467;150.30536;2.4573399999999998e-5
dipropyl ether~|~di-n-propylether;530.6;3.028e6;0.3688;0.2663;0.3145;0.8473;2.5935;102.17476;1.8102e-5
4-thiaheptane~|~dipropyl sulfide~|~1,1'-thiobispropane~|~di-n-propyl sulfide;608.0;3.08e6;0.374;0.2607;0.3085;0.8447;2.636;118.24036;2.6578499999999996e-5
di-n-propyl sulfone;763.0;3.11e6;0.5821;0.2419;0.41;0.8091;2.6113;150.23916;5.1124699999999995e-5
dioctyl adipate~|~hexanedioicacid-dioctylester;830.0;1.13e6;1.0485;0.2305;1.4868;0.8607;2.3861;370.56648;0.000100455
diphenyl ether;766.8;3.08e6;0.4389;0.2553;0.5812;0.8967;1.9365;170.2072;3.81976e-5
diphenylamine;817.0;3.18e6;0.5297;0.2491;0.5763;0.8782;2.151;169.22244;4.46204e-5
diphenyldichlorosilane;814.0;2.33e6;0.4283;0.2439;1.0075;0.8421;1.4712;253.1993;6.342369999999999e-5
diphenylmethane;760.0;2.71e6;0.4816;0.2431;0.3767;0.8429;2.6674;168.23438;6.04904e-5
dipropyleneglycolmonomethylether~|~dipropylene glycol monoethyl ether;617.0;2.63e6;0.931;0.2677;1.5139;0.8847;2.0727;134.17356;-1.3504899999999998e-5
dowanol dpnp ~|~dipropylene glycol n-propyl ether~|~1-(1-methyl-2-propoxyethoxy)-2-propanol;629.0;2.4e6;0.9631;-123.0;1.5485;0.8821;2.1035;118.17416;-0.00012299999999999998
2,2'-oxybis-butane~|~di-sec-butyl ether;559.0;2.53e6;0.4319;-123.0;0.4016;0.8557;2.4601;130.22792;-0.00012299999999999998
disilane;432.0;5.13e6;0.0939;-123.0;0.4121;0.9143;1.4092;56.171;-0.00012299999999999998
di-tert-butyl ether;550.0;2.53e6;0.3459;0.2701;0.3149;0.8507;2.5388;130.22792;1.83427e-5
divinyl ether;463.0;4.25e6;0.2911;-123.0;0.2879;0.8543;2.4824;70.08984;-0.00012299999999999998
dodecanal;705.1;2.32e6;0.6808;-123.0;0.3648;0.8154;3.2134;184.31836;-0.00012299999999999998
caprolactam~|~epsilon-caprolactam~|~1-aza-2-cycloheptanone;818.2;4.621e6;0.385;-123.0;1.7207;1.0;0.5532;113.15764;-0.00012299999999999998
ethane;305.32;4.872e6;0.0995;0.2814;0.224;0.8816;2.109;30.06904;4.5738999999999995e-6
ethanol;514.0;6.137e6;0.6436;0.243;0.9437;0.9363;1.559;46.06844;1.6073599999999998e-5
ethylacetate~|~ethyl ethanoate;523.3;3.8799999999999995e6;0.3664;0.2555;1.1225;0.9321;0.8936;88.10512;2.29662e-5
ethyl acrylate~|~ethyl propenoate~|~2-propenoicacidethylester;553.0;3.6799999999999995e6;0.3718;0.2563;1.1686;1.0;0.8761;100.11582;2.4552099999999998e-5
ethyl aluminum dichloride;646.05;1.8600000000000002e6;0.5338;0.1526;0.3073;0.8218;3.071;126.948639;0.000225272
ethyl benzoate;698.0;3.18e6;0.4771;0.256;0.946;0.9697;1.2913;150.1745;3.17459e-5
