Clapeyron Database File
PCPSAFT Assoc Parameters; Rehner et al. (2023) [csvtype = assoc]
species1,site1,species2,site2,epsilon_assoc,bondvol
methanol,e,methoxycyclopentane,H,1175.769397,0.08716
methanol,e,"r356mmz~|~1,1,1,3,3,3-hexafluoro-2-methoxypropane~|~2-methoxy-1,1,1,3,3,3-hexafluoropropane",H,1376.750151,0.08716
methanol,e,n-methylimidazole,H,2313.644048,0.08716
methanol,e,"1,1,1,4,4,5,5-heptafluoro-3-oxa-pentane~|~2,2,2-trifluoroethyl 1,1,2,2-tetrafluoroethyl ether",H,1512.610026,0.08716
methanol,e,methyl phenyl carbonate,H,839.5695184,0.08716
methanol,e,trimethylene glycol dimethyl ether,H,1308.629711,0.08716
2-methoxyethanol~|~2-methoxyethan-1-ol,e,4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,H,1071.112289,0.22091
2-methoxyethanol~|~2-methoxyethan-1-ol,e,"1,2-dimethoxyethane",H,877.747371,0.22091
2-methoxyethanol~|~2-methoxyethan-1-ol,e,cyclohexanone,H,961.2853073,0.22091
2-methoxyethanol~|~2-methoxyethan-1-ol,e,sec-butylacetate~|~1-methylpropyl ethanoate,H,963.1002105,0.22091
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,isobutanol~|~2-methyl-1-propanol,H,2081.580838,0.00677
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,propanol~|~1-propanol~|~propan-1-ol,H,1345.204786,0.03853
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,1479.751677,0.00548
4-methylpentan-2-one~|~4-methyl-2-pentanone~|~methyl isobutyl ketone,e,4-methyl-2-pentanol,H,1972.119574,0.00837
3-picoline~|~3-methylpyridine,e,propanol~|~1-propanol~|~propan-1-ol,H,1712.468293,0.03853
4-methylpyridine,e,propanol~|~1-propanol~|~propan-1-ol,H,1761.175526,0.03853
isobutanol~|~2-methyl-1-propanol,e,2-pentanone~|~pentan-2-one~|~methyln-propylketone,H,2129.778341,0.00677
isobutanol~|~2-methyl-1-propanol,e,thf~|~tetrahydrofuran,H,2320.111121,0.00677
isobutanol~|~2-methyl-1-propanol,e,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,H,1687.287446,0.00677
isobutanol~|~2-methyl-1-propanol,e,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,1753.203108,0.00677
isobutanol~|~2-methyl-1-propanol,e,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,H,1672.042755,0.00677
isobutanol~|~2-methyl-1-propanol,e,dipropyl ether~|~di-n-propylether,H,1576.346538,0.00677
isobutanol~|~2-methyl-1-propanol,e,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,H,1797.888813,0.00677
isobutanol~|~2-methyl-1-propanol,e,isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,H,1803.229844,0.00677
isobutanol~|~2-methyl-1-propanol,e,"1,3-dioxolane",H,1213.982877,0.00677
isobutanol~|~2-methyl-1-propanol,e,propanal~|~1-propanal~|~propionaldehyde,H,2006.534773,0.00677
isobutanol~|~2-methyl-1-propanol,e,methylpropionate~|~methyl propanoate,H,1565.367663,0.00677
isobutanol~|~2-methyl-1-propanol,e,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,H,1279.983258,0.00677
isobutanol~|~2-methyl-1-propanol,e,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,H,1743.236669,0.00677
isobutanol~|~2-methyl-1-propanol,e,dimethyl ether,H,1920.260394,0.00677
isobutanol~|~2-methyl-1-propanol,e,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,H,1761.50894,0.00677
isobutanol~|~2-methyl-1-propanol,e,"diisopropyl ketone~|~di-isopropyl ketone~|~2,4-dimethyl-3-pentanone",H,2000.607551,0.00677
isobutanol~|~2-methyl-1-propanol,e,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,H,1629.428247,0.00677
isobutanol~|~2-methyl-1-propanol,e,thp~|~tetrahydropyran,H,2027.439525,0.00677
isobutanol~|~2-methyl-1-propanol,e,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,H,1889.17071,0.00677
isobutanol~|~2-methyl-1-propanol,e,isobutylformate~|~2-methylpropyl methanoate,H,1692.471803,0.00677
isobutanol~|~2-methyl-1-propanol,e,sec-butylacetate~|~1-methylpropyl ethanoate,H,1895.816917,0.00677
isobutanol~|~2-methyl-1-propanol,e,isobutylisobutyrate~|~2-methylpropyl 2-methylpropanoate,H,1622.825727,0.00677
isobutanol~|~2-methyl-1-propanol,e,amyl propionate~|~amyl propioanate,H,1647.235782,0.00677
nitromethane,e,1-hexanol~|~hexan-1-ol,H,1689.445441,0.00722
1-nonanol~|~nonan-1-ol,e,butyronitrile~|~butanenitrile~|~n-butyronitrile,H,2416.673266,0.00254
1-pentanol~|~pentan-1-ol,e,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",H,1618.952385,0.01039
1-pentanol~|~pentan-1-ol,e,isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,H,1295.651884,0.01039
1-pentanol~|~pentan-1-ol,e,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,1902.51157,0.01039
1-pentanol~|~pentan-1-ol,e,cyclopentanone,H,2206.270483,0.01039
1-pentanol~|~pentan-1-ol,e,acetophenone~|~methyl phenyl ketone,H,1599.054907,0.01039
1-pentanol~|~pentan-1-ol,e,amyl acetate~|~pentylacetate~|~n-pentylacetate~|~pentyl ethanoate,H,1760.123314,0.01039
1-pentanol~|~pentan-1-ol,e,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,H,1888.098003,0.01039
1-pentanol~|~pentan-1-ol,e,dimethyl carbonate~|~carbonic acid dimethyl ester,H,941.3838792,0.01039
1-pentanol~|~pentan-1-ol,e,2-hexanone,H,2116.033566,0.01039
1-pentanol~|~pentan-1-ol,e,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,H,1727.969075,0.01039
1-pentanol~|~pentan-1-ol,e,diethyl carbonate~|~carbonic acid diethyl ester,H,1369.037683,0.01039
1-pentanol~|~pentan-1-ol,e,ethyl octanoate~|~octanoic acid ethyl ester,H,1724.458228,0.01039
1-pentanol~|~pentan-1-ol,e,ethyl hexanoate~|~hexanoic acid ethyl ester,H,1650.4905,0.01039
2-pentanone~|~pentan-2-one~|~methyln-propylketone,e,propanol~|~1-propanol~|~propan-1-ol,H,1330.634333,0.03853
2-pentanone~|~pentan-2-one~|~methyln-propylketone,e,3-pentanol,H,2019.713037,0.02702
propanol~|~1-propanol~|~propan-1-ol,e,"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",H,1294.184836,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,pyridine,H,1754.575876,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,thf~|~tetrahydrofuran,H,1328.551797,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,triethylamine,H,1620.063529,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,nitroethane,H,1324.354908,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,H,999.2993829,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,butylpropionate~|~butyl propanoate~|~n-butylpropionate~|~propanoic acid butyl ester,H,1054.432476,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,"1,2-dimethoxyethane",H,1387.005377,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,1100.679922,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,cyclohexanone,H,1458.029167,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,methyl methacrylate~|~methacrylic acid methyl ester,H,755.6238789,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,3-pentanone~|~pentan-3-one~|~diethylketone,H,1313.966311,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,H,742.1120693,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,ethylbutyrate~|~ethyl butanoate~|~ethyl n-butyrate,H,898.6340818,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,acetophenone~|~methyl phenyl ketone,H,1351.553637,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,H,1168.96851,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,propanal~|~1-propanal~|~propionaldehyde,H,1872.366402,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,methylpropionate~|~methyl propanoate,H,995.6812696,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,propylformate~|~n-propylformate~|~propyl methanoate~|~n-propylmethanoate~|~formic acid propyl ester,H,697.3943756,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,H,289.2728746,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,propylpropionate~|~propyl propanoate~|~n-propyl propanoate~|~n-propyl propionate~|~propanoic acid propyl ester,H,898.2403859,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,dimethyl ether,H,1471.503683,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,H,890.4866785,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,"diisopropyl ketone~|~di-isopropyl ketone~|~2,4-dimethyl-3-pentanone",H,1156.826117,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,H,879.9857494,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,thp~|~tetrahydropyran,H,1156.227069,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,H,1364.067656,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,"diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether",H,1235.760292,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,tame~|~methyl-tert-amylether~|~methyl tert-amyl ether~|~methyl tert-pentyl ether~|~2-methoxy-2-methylbutane,H,983.9207658,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,sec-butylacetate~|~1-methylpropyl ethanoate,H,1241.328424,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,etbe~|~tert-butyl ethyl ether~|~ethyl tert-butyl ether~|~2-ethoxy-2-methylpropane~|~2-ethoxy-2-methyl-propane,H,1174.336291,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,dimethylene glycol dimethyl ether,H,750.1845306,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,diethyl carbonate~|~carbonic acid diethyl ester,H,701.4295064,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,"butoxide~|~ethyloxirane~|~1,2-epoxybutane",H,1109.573488,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,methyl isobutyrate~|~methyl 2-methylpropanoate~|~2-methylpropanoicacidmethylester,H,1033.768439,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,ethyl isobutyrate~|~ethyl 2-methylpropanoate~|~2-methylpropanoicacidethylester,H,1036.445115,0.03853
propanol~|~1-propanol~|~propan-1-ol,e,propyl isobutyrate~|~n-propyl isobutyrate~|~n-propyl n-isobutyrate~|~2-methyl-propanoicacidpropylester,H,1112.605976,0.03853
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,H,1817.821021,0.00548
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,water,H,941.0705407,0.35319
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",H,1073.058753,0.103
"methyloxirane~|~1,2-epoxypropane~|~1,2-propylene oxide",e,1-phenylethanol~|~sec-phenethylalcohol~|~alpha.-phenylethanol~|~alpha-methylbenzyl alcohol,H,2290.882325,0.0001
pyridine,e,water,H,760.714208,0.35319
pyridine,e,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,1988.203589,0.30395
pyridine,e,methylacetamide~|~n-methylacetamide,H,1933.249163,0.01943
dmso~|~dimethyl sulfoxide,e,water,H,2314.218566,0.35319
dmso~|~dimethyl sulfoxide,e,methylformamide~|~n-methylformamide,H,2415.309074,0.9
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,thf~|~tetrahydrofuran,H,1865.92851,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,H,1179.184442,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,H,1114.737318,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,3-pentanone~|~pentan-3-one~|~diethylketone,H,1531.71994,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,methylformate~|~methyl methanoate,H,1301.059698,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,"1,3-dioxolane",H,1026.204338,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,methylbutyrate~|~methyl butanoate~|~methyl n-butyrate,H,614.7600698,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,thp~|~tetrahydropyran,H,1350.121228,0.00548
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol,e,sec-butylacetate~|~1-methylpropyl ethanoate,H,1428.156445,0.00548
thf~|~tetrahydrofuran,e,"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",H,1447.172173,0.103
thf~|~tetrahydrofuran,e,pyrrolidine,H,864.0614034,0.07367
thf~|~tetrahydrofuran,e,"1,4-butadiol~|~1,4-butanediol",H,2150.608584,0.00963
triethylamine,e,water,H,1523.757668,0.35319
vinyl acetate,e,methacrylic acid~|~2-methyl-2-propenoic acid,H,2127.691744,0.00047
water,e,"1,2-dimethoxyethane",H,1020.464425,0.35319
water,e,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",H,1915.880191,0.35319
water,e,acrolein~|~2-propenal,H,1294.336779,0.35319
water,e,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,H,1742.691663,0.35319
water,e,methylformate~|~methyl methanoate,H,419.1025118,0.35319
water,e,crotonaldehyde,H,1158.92152,0.35319
water,e,butanal~|~1-butanal~|~butyraldehyde,H,816.1584134,0.35319
water,e,propionitrile~|~propanenitrile,H,1321.826104,0.35319
water,e,propanal~|~1-propanal~|~propionaldehyde,H,258.1915392,0.35319
water,e,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,H,242.8085098,0.35319
water,e,trimethylamine,H,1875.961996,0.35319
water,e,sulfolane,H,715.3991095,0.35319
water,e,"ethylene diacetate~|~1,2-ethanedioldiacetate~|~ethylene glycol diacetate",H,857.3249972,0.35319
water,e,dimethyl ether,H,1374.664757,0.35319
water,e,gamma-butyrolactone~|~.gamma.-butyrolactone,H,783.98042,0.35319
water,e,"2,5,8,11-tetraoxadodecane~|~triethylene glycol dimethyl ether",H,614.6271139,0.35319
water,e,"propylenecarbonate~|~4-methyl-1,3-dioxolan-2-one",H,328.223638,0.35319
water,e,pentanal~|~1-pentanal~|~valeraldehyde,H,1198.66858,0.35319
water,e,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,H,721.9733128,0.35319
water,e,"diglyme~|~2,5,8-trioxanonane~|~diethylene glycol dimethyl ether",H,988.3875453,0.35319
water,e,cis-crotonitrile,H,468.9971433,0.35319
water,e,formylmorpholine~|~n-formylmorpholine,H,1253.39974,0.35319
water,e,sec-butylacetate~|~1-methylpropyl ethanoate,H,334.8306127,0.35319
water,e,gamma-valerolactone~|~tetrahydro-5-methyl-2-furanone~|~dihydro-5-methyl-2(3h)-furanone,H,496.1868793,0.35319
water,e,dipropylsulfoxide,H,2564.663953,0.35319
water,e,diethyl sulfoxide,H,2567.248271,0.35319
water,e,n-methylmorpholine,H,1043.141363,0.35319
water,e,1-methoxyisopropylacetate~|~1-methoxy-2-acetoxypropane~|~1-methoxy-2-propyl acetate~|~propylene glycol monomethyl ether acetate,H,754.5552859,0.35319
water,e,ethyl levulinate~|~4-oxo-pentanoic acid ethyl ester,H,814.5095453,0.35319
water,e,"1,8-diaza-7-bicyclo[5.4.0]undecene~|~1,5-diazabicyclo[5.4.0]undec-5-ene",H,1792.790668,0.35319
water,e,"1,5-diazabicyclo[4.3.0]non-5-ene",H,2129.550024,0.35319
methylamine~|~methanamine,e,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,H,597.9158665,0.10474
dimethylamine,e,trimethylamine,H,737.6361182,0.02657
"n,n-diethylaniline~|~n,n-diethyl-benzeneamine",e,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,1618.881387,0.30395
cyclopentanol,e,cyclopentyl formate,H,2019.239964,0.00178
ethylpropionate~|~ethyl propanoate~|~propanoic acid ethyl ester,e,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,363.4945803,0.53446
isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,e,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,H,2073.454746,0.00381
isoamylacetate~|~isopentyl acetate~|~3-methylbutyl ethanoate,e,1-hexanol~|~hexan-1-ol,H,1996.420633,0.00722
azacycloheptane~|~hexamethyleneimine~|~hexahydro-1h-azepine,e,"adiponitrile~|~hexanedinitrile~|~1,4-dicyanobutane",H,1057.230391,0.9
methylformamide~|~n-methylformamide,e,"n,n-dimethylacetamide~|~n,n-dimethylethanamide",H,2191.066166,0.9
methylformamide~|~n-methylformamide,e,acetic anhydride~|~ethanoic anhydride,H,1068.686476,0.9
methylformamide~|~n-methylformamide,e,dimethyl carbonate~|~carbonic acid dimethyl ester,H,242.4740248,0.9
acetic anhydride~|~ethanoic anhydride,e,butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,H,114.3620048,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,H,16928.05323,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,3-pentanone~|~pentan-3-one~|~diethylketone,H,1596.335413,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,3-hexanone,H,1391.492423,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,4-heptanone,H,1356.700287,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,amyl acetate~|~pentylacetate~|~n-pentylacetate~|~pentyl ethanoate,H,1226.361056,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,butylbutyrate~|~butyl butanoate~|~n-butyl n-butyrate~|~butanoic acid butyl ester,H,1047.385243,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,mm~|~hexamethyldisiloxane,H,1356.623357,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,propylbutyrate~|~n-propylbutyrate~|~propyl butanoate~|~n-propylbutanoate~|~n-propyl n-butyrate~|~butanoic acid propyl ester,H,1189.458373,0.30395
butyric acid~|~butanoic acid~|~n-butyric acid~|~n-butanoic acid,e,butyric anhydride,H,879.5164977,0.30395
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,H,2157.409541,0.00381
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,413.3389205,0.53446
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1-hexanol~|~hexan-1-ol,H,1923.619079,0.00722
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,1-heptanol~|~heptan-1-ol,H,2233.023683,0.00298
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,2-methyl-1-butanol,H,2140.356056,0.00539
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,2-pentanol~|~pentan-2-ol,H,2269.875054,0.00314
propylacetate~|~n-propylacetate~|~propyl ethanoate~|~n-propylethanoate,e,2-ethylhexanoic acid~|~2-ethyl-hexanoic acid,H,2158.874783,0.00982
palmitic acid~|~hexadecanoic acid,e,ethyl hexadecanoate~|~hexadecanoicacid-ethylester~|~hexadecanoic acid ethyl ester,H,2907.965269,0.00241
cyclohexanone,e,ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,H,184.9577413,0.53446
cyclohexanone,e,teg~|~triethylene glycol,H,2155.049514,0.00889
cyclohexanol,e,cyclohexyl formate~|~cyclohexyl methanoate~|~formicacidcyclohexylester,H,1978.400041,0.00171
isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,e,isoamyl propionate~|~3-methylbutyl propanoate,H,1697.601463,0.00381
isopentanol~|~3-methylbutan-1-ol~|~3-methyl-1-butanol,e,isoamyl butyrate~|~isopentylbutanoate~|~isopentyl butyrate~|~3-methylbutyl butanoate,H,2150.953258,0.00381
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,H,449.3675636,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,methylformate~|~methyl methanoate,H,367.7655461,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,2-butoxyethyl acetate~|~2-butoxyethanolacetate~|~ethylene glycol monobutyl ether acetate,H,631.3615779,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,dimethyl carbonate~|~carbonic acid dimethyl ester,H,252.4414352,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,pentanal~|~1-pentanal~|~valeraldehyde,H,946.7612546,0.53446
ethoxyethanol~|~2-ethoxyethanol~|~2-ethoxyethan-1-ol,e,2-ethoxyethyl acetate~|~2-ethoxyethanolacetate~|~2-ethoxyethyl ethanoate~|~ethylene glycol monoethyl ether acetate,H,503.7801768,0.53446
furfuryl alcohol~|~2-hydroxymethylfuran,e,2-methylfuran,H,1450.67292,0.19141
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",e,acetophenone~|~methyl phenyl ketone,H,735.0590888,0.103
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",e,dimethyl carbonate~|~carbonic acid dimethyl ester,H,589.8473075,0.103
"propyleneglycol~|~1,2-propanediol~|~1,2-propylene glycol",e,diethyl carbonate~|~carbonic acid diethyl ester,H,774.9959266,0.103
n-methylpyrrolidone~|~n-methyl-2-pyrrolidone~|~methyl-2-pyrrolidinone~|~n-methyl-2-pyrrolidinone,e,deg~|~diethylene glycol,H,3056.323705,0.06873
3-pentanone~|~pentan-3-one~|~diethylketone,e,3-pentanol,H,2054.148928,0.02702
butylformate~|~n-butyl formate~|~butyl methanoate~|~n-butylmethanoate~|~formic acid butyl ester,e,2-ethyl-1-hexanol,H,1974.146554,0.00207
1-hexanol~|~hexan-1-ol,e,dipropyl ether~|~di-n-propylether,H,1739.40833,0.00722
1-hexanol~|~hexan-1-ol,e,isobutyl acetate~|~2-methylpropyl ethanoate~|~aceticacid-2-methylpropylester,H,1959.306058,0.00722
1-hexanol~|~hexan-1-ol,e,dimethyl ether,H,870.2073952,0.00722
1-hexanol~|~hexan-1-ol,e,methyl-t-butylether~|~methyl tert-butyl ether~|~2-methoxy-2-methylpropane~|~methyl tert-butyl ether~|~mtbe,H,2085.927281,0.00722
1-hexanol~|~hexan-1-ol,e,hexylacetate~|~n-hexylacetate~|~hexyl ethanoate,H,1976.263566,0.00722
1-hexanol~|~hexan-1-ol,e,2-octanone,H,1947.562284,0.00722
1-hexanol~|~hexan-1-ol,e,diethyl carbonate~|~carbonic acid diethyl ester,H,1447.379258,0.00722
acrylic acid~|~propenoic acid,e,isopropylacetate~|~1-methylethyl ethanoate~|~acetic acid isopropyl ester,H,2484.553352,0.01854
acrylic acid~|~propenoic acid,e,methylacrylate~|~methyl propenoate~|~2-propenoic acid methyl ester,H,2183.329732,0.01854
acrylic acid~|~propenoic acid,e,"methyl 3-methoxypropanoate~|~propionic acid,beta-methoxy,methyl ester",H,2544.555256,0.01854
acrylic acid~|~propenoic acid,e,sec-butyl acrylate~|~2-propenoicacid-1-methylpropylester,H,2385.245902,0.01854
perfluorotributylamine,e,trifluoroacetic acid~|~trifluoroethanoic acid,H,624.7746032,0.9
methylaniline~|~n-methylaniline,e,thp~|~tetrahydropyran,H,1974.565758,0.09951
dipropyl ether~|~di-n-propylether,e,1-octanol~|~octan-1-ol,H,1971.88129,0.00239
1-heptanol~|~heptan-1-ol,e,butyronitrile~|~butanenitrile~|~n-butyronitrile,H,2469.136361,0.00298
1-octanol~|~octan-1-ol,e,benzo thiophene~|~benzo(b)thiophene~|~benzo[b]thiophene,H,2251.492368,0.00239
1-octanol~|~octan-1-ol,e,"1,2-dimethoxybenzene",H,2153.715319,0.00239
2-naphthol~|~2-hydroxynaphthalene,e,acridine,H,2265.472787,0.02699
acetophenone~|~methyl phenyl ketone,e,"2-phenyl-2-propanol~|~aa-dimethyl-benzenemethanol~|~.alpha.,.alpha.-dimethylbenzyl alcohol",H,2190.197722,0.00131
acetophenone~|~methyl phenyl ketone,e,p-cumylphenol~|~4-(1-methyl-1-phenylethyl)phenol~|~4-(1-methyl-1-phenylethyl)-phenol,H,2427.473091,0.02678
2-ethyl-1-hexanol,e,isobutylformate~|~2-methylpropyl methanoate,H,2259.271273,0.00207
"1,3-dioxolane",e,o-toluidine~|~2-methylaniline~|~o-methylaniline~|~2-methyl-benzeneamine,H,1825.987097,0.00175
propanal~|~1-propanal~|~propionaldehyde,e,tert-pentanol~|~2-methyl-2-butanol~|~2-methylbutan-2-ol,H,2315.306576,0.00144
propanal~|~1-propanal~|~propionaldehyde,e,2-methyl-1-pentanol,H,1695.216376,0.03599
