Clapeyron Database File
c-PR parameters [csvtype = single,sep = ;]
species;Mw;Tc;Pc;L;M;N
tetradecanenitrile;209.377;779.0;1.91922401e6;1.728939469;0.999847728;0.674243048
methyl pentadecanoate;256.43;736.0;1.361920716e6;0.41230396;0.815700768;3.189879825
4-ethyl-2-methylphenol;136.194;716.0;3.355917472e6;0.584423978;0.90688797;1.82957032
oxacycloheptadecan-2-one;254.414;897.0;2.121519181e6;1.715454509;0.176318886;0.588866966
n,n,n'-trimethylethylenediamine;102.181;571.0;3.129228005e6;0.0;0.241058121;0.917357919
cyanocyclohexane;109.172;680.0;3.529006026e6;0.568399405;0.923766564;1.668045412
ethyleneglycol bis(chloroethanoate);215.026;770.0;2.821657186e6;1.479421185;0.999914297;0.860018346
3-methoxy-1-propanol;90.122;554.0;5.227714839e6;0.68081502;0.883139262;2.090828204
isopropyl myristate~|~isopropylbutadecanoate~|~1-methylethyl tetradecanoate~|~tetradecanoic acid isopropyl ester;270.457;735.0;1.356482536e6;0.801010742;0.880809622;2.118968472
1-ethoxybutane~|~butyl ethyl ether~|~ethyl butyl ether~|~n-butyl ethyl ether;102.177;559.9499686;4.406350131e6;0.20997843;0.850517516;2.540889762
1,2-dihydronaphthalene;130.19;727.0;3.690927181e6;0.650394039;0.812670906;1.096685748
butenyne~|~1-buten-3-yne~|~vinylacetylene;52.076;447.0;4.973333795e6;1.268583143;0.992353286;0.486461999
(s)-(+)-carvone~|~p-mentha-6,8-dien-2-one, (s)-(+)-;150.221;694.0;2.771035556e6;1.085326902;0.977972756;1.123114899
2-ethylphenol~|~o-ethylphenol;122.167;702.96906;3.801815809e6;0.410117039;0.761042774;1.738845126
1-nitropiperidine;130.147;778.0;4.319333741e6;0.55349701;0.925022317;1.648591356
1,2-dimethoxybenzene;138.166;691.0;3.40037875e6;0.118808416;0.805592112;3.453315058
guaiacol~|~2-methoxyphenol;124.139;694.0;4.5201975e6;0.380347287;0.849528807;2.555975637
1'-hydroxy-[1,1'-bicyclohexyl]-2-one;196.29;851.0;3.065517496e6;0.675339991;0.931577115;1.55432194
phenetole~|~ethoxybenzene;122.167;647.0917549;3.433795882e6;0.890342787;0.869705523;1.048538736
1,2-dimethylcyclohexane~|~trans-1,2-dimethylcyclohexane;112.216;600.5;3.090222994e6;0.439157941;0.922984312;1.675458021
2,2,3,3,4,4,5,5,5-nonafluoropentan-1-ol~|~2,2,3,3,4,4,5,5,5-nonafluoro-1-pentanol;250.0636285;528.0;2.45623e6;2.16915037;0.558980528;0.683245397
butylbenzene~|~n-butylbenzene;134.222;660.48054;2.885748399e6;0.974186196;0.863177812;0.889264564
propionitrile~|~propanenitrile;55.08;561.261;4.259449421e6;0.589046276;0.865926909;1.311047942
(iodomethyl)benzene;218.03747;695.0;3.985149682e6;0.585274049;0.883829936;2.079039624
4-chlorobiphenyl;188.654;821.0;3.887588986e6;0.423187274;0.867509393;2.290608569
3-thiapentane~|~diethylsulfide;90.184;557.5133015;4.034662098e6;1.000211574;0.884902297;0.73731833
methyl isocyanate~|~isocyanic acid methyl ester;57.052;536.9765786;9.33410887e6;1.389323453;0.999986782;0.391575064
1,2,5-oxadiazole, 3,4-dimethyl-, 2-oxide;114.104;765.0;4.238034811e6;1.873278644;0.309549392;0.555772596
anthracene;178.234;894.0;3.185645031e6;1.388846142;0.999986773;0.649239763
cyclopentyl acetate~|~cyclopentyl ethanoate;128.171;616.0;3.350289579e6;1.340552563;0.999950678;0.709795104
deuterium;2.016;38.334;1.863393848e6;0.199148773;0.999963265;1.00004756
(e)-9-tricosene;322.621;779.2;953635.3923;0.526241799;0.815124432;3.220801657
azacycloheptane~|~hexamethyleneimine~|~hexahydro-1h-azepine;99.177;638.0;5.657971322e6;0.410525727;0.890053597;2.00860512
prop-2-ynyl (2e,4e)-3,7,11-trimethyldodeca-2,4-dienoate;276.42;742.0;1.375322052e6;0.549864102;0.824650247;3.011564336
(e)-2-methyl-2-butenal;84.118;583.0;4.5338087e6;0.573197975;0.923697159;1.669275216
3-ethylpseudocumene~|~1,2,4-trimethyl-3-ethylbenzene~|~benzene, 2-ethyl-1,3,4-trimethyl-;148.249;680.0;2.674239059e6;0.209151187;0.821056757;3.085119572
m-diisopropylbenzene~|~1,3-diisopropylbenzene~|~1,3-bis(1-methylethyl)-benzene;162.276;671.0;2.339648254e6;0.342714499;0.781096214;1.968239667
ethyl isobutyrate~|~ethyl 2-methylpropanoate~|~2-methylpropanoicacidethylester;116.16;561.58168;3.060689954e6;1.227200073;0.999996568;0.723350164
9-methylanthracene;192.261;874.0;3.355613826e6;0.665232471;0.896808158;1.935153986
methanesulfonyl chloride;114.543;657.0;6.626491718e6;0.621643963;0.915863869;1.74204006
2,3,3-trimethyl-2-pentanol;130.231;622.0;2.957123374e6;0.047863704;0.255475015;1.059452126
4-(2-butyl)phenol;150.221;739.0;3.922550744e6;1.121266828;0.993953932;1.031233123
4-methylpyridine;93.129;645.8454006;4.67538718e6;0.398324267;0.81146247;1.519562136
2-methyl-1-pentanol;102.177;604.4;3.449982389e6;2.325858163;0.502099518;0.57553361
r218~|~perfluoropropane~|~octafluoropropane;188.0202253;345.0290692;2.670844301e6;0.720495592;0.836320305;1.032319426
2-phenoxyethanol;138.166;741.0;3.720223168e6;0.74508389;0.855346099;1.499000102
benzyl phenylacetate;226.275;808.0;2.382462311e6;1.036067916;0.790394077;1.222261375
(s)-(-)-2-methyl-1-butanol;88.15;572.0;3.798545198e6;0.229696574;0.810385263;3.330144964
2-ethylanthracene;206.288;866.0;3.359969304e6;0.753335309;0.905301726;1.846118247
1,3,5,7-cyclooctatetraene;104.152;647.0;5.053575223e6;0.381470814;0.78959697;1.413793984
(.+-.)-1,2-epoxyoct-7-ene;126.199;627.0;3.139906799e6;1.933777823;0.821367973;0.513191529
r225cb~|~1,3-dichloro-1,1,2,2,3-pentafluoropropane;202.9330158;485.0;3.286925841e6;0.504060658;0.923788429;1.667732714
benzene, pentafluoroiodo-;293.9624858;624.0;3.884389322e6;0.391976435;0.763875462;1.892781463
2-methyldecane;156.313;631.9;1.987382213e6;0.712097518;0.79766678;1.353769274
2,6-dimethyl-1-heptene;126.243;570.0;2.42254841e6;0.124546969;0.811945297;3.294089518
methyl decanoate~|~decanoicacidmethylester;186.295;661.7;2.12790593e6;0.503810541;0.844050851;2.64688996
1-methylethyl dodecanoate;242.403;713.0;1.447675686e6;0.449287417;0.829230012;2.918360368
2-chloro-1,1'-biphenyl;188.654;791.0;2.984120846e6;0.550498928;0.823322005;1.566891876
1-decanol, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,-heptadecafluoro;464.1218538;591.0;1.521460773e6;0.695351977;0.846428864;2.607125016
1-undecene;154.297;637.3;1.995289312e6;0.739910738;0.802368221;1.315662664
1-bromo-2-(2-methoxyethoxy)benzene;231.089;745.0;2.815552013e6;0.825007866;0.918906133;1.713374184
cyclopropanamine~|~cyclopropylamine;57.096;507.0;7.210180711e6;0.329426079;0.819868584;1.986566886
p-nitrobenzamide;166.136;881.0;3.816587555e6;0.79540094;0.886223333;2.053966181
cyclododecanone;182.307;787.0;2.64761111e6;0.744542759;0.887153884;1.227742466
2-azacyclooctanone;127.187;841.0;4.623264204e6;1.664696494;0.999940154;0.544229148
1,1,1,2,2,3,3,4,4-nonafluorononane;290.1726285;520.0;2.423123519e6;0.773434168;0.889742151;2.013640059
2-heptanol;116.204;610.0894256;3.027245199e6;1.74151267;0.571481941;0.715625422
1,1-bis(2-chloroethoxy)ethane;187.06;680.0;2.651503977e6;1.354642308;0.999861107;0.852808859
1,4-benzodiazine;130.15;754.0;4.66043848e6;0.459749975;0.882410145;1.995264786
dimethyl terephthalate~|~dimethyl 1,4-benzenedicarboxylate~|~1,4-benzenedicarboxylicaciddimethylester;194.186;759.0;3.394252854e6;0.698887099;0.891078921;1.998449533
1-chlorohexadecane;260.89;765.7;1.415414843e6;0.364373305;0.816965534;3.178362446
1,10-dichlorodecane;211.17;709.0;1.276325434e6;0.246247446;0.804644186;3.477351016
1,2-dibromoethane;187.862;634.0;4.73562921e6;0.429997521;0.829350678;1.426668872
2-ethyl-2-hexenal~|~2-ethyl-2-hexen-1-al;126.199;649.0;2.936107652e6;1.254799554;0.999787681;0.722180177
bis(1-methylethyl) butanedioate;202.25;661.0;1.966690479e6;0.384579409;0.810741301;2.781781289
2,4,6-trimethylpyridine;121.183;644.0;3.160025144e6;0.259426557;0.839512139;2.722126198
dimethylsuccinate~|~dimethyl 1,4-butanedioate;146.142;662.0;3.293648914e6;0.317708804;0.829923857;2.90477176
pentafluorobenzene;168.0660158;530.930097;3.535183563e6;1.40818495;0.960483345;0.596976887
3-methylpentane;86.178;504.5485143;3.123559845e6;0.876553821;0.857495907;0.793956957
heptyl formate~|~n-heptyl formate~|~heptyl methanoate~|~formicacidheptylester;144.214;696.0;2.801022359e6;0.0;0.214858178;0.742618324
1,1,1,2,2,3,3,4,4-nonafluorodecane;304.1996285;540.0;2.219915143e6;0.800369667;0.891585838;1.992760549
6,10-dimethyl-4,5,9-undecatrien-2-one~|~4,5,9-undecatrien-2-one, 6,10-dimethyl-;192.302;693.0;2.113637569e6;0.917080869;0.928246981;1.598380693
dibenzylamine;197.281;815.0;2.71027136e6;2.28631582;0.999967918;0.432124166
2-(2-chloroethoxy)ethanol;124.564;638.0;4.085839986e6;0.785452983;0.884042424;2.079993594
2,4-dimethylaniline~|~1-amino-2,4-dimethylbenzene;121.183;703.0;3.077908978e6;1.000703914;0.890517883;1.001169767
decyl decanoate;312.538;777.0;1.069787134e6;1.296433965;0.952521034;1.321306386
n,n,n',n'-tetramethyl-1,3-propanediamine~|~n,n,n',n'-tetramethyl-1,3-diamino propane;130.235;580.0;3.096485146e6;0.531726638;0.880045716;2.125221903
benzyl dichloride~|~benzylidene chloride~|~(dichloromethyl)benzene~|~(dichloromethyl)-benzene;161.025;679.0;3.773009964e6;1.855529408;0.001580343;0.70181351
9-ethylcarbazole;195.265;870.4793775;2.646256488e6;2.171480182;0.998379664;0.415233307
methyl dodecanoate~|~dodecanoicacidmethylester;214.349;712.1654;1.800112252e6;0.707038323;0.797778374;1.696790818
octadecyl acetate~|~octadecyl ethanoate;312.538;777.0;923230.8128;1.440852436;0.976767571;1.132209515
1-butanamine, n-(2-methylpropyl)-;129.247;605.0;3.736839092e6;0.640155765;0.915954563;1.741269971
hydrogen peroxide;34.014;728.0;2.203673998e7;0.40929795;0.885244077;2.064609765
methyl myristate~|~methyl tetradecanoate~|~tetradecanoic acid methyl ester;242.403;730.0;1.338842631e6;0.476114844;0.791184319;2.486764743
1,2,3,5-tetrachloro-4-ethylbenzene;243.936;770.0;3.178514259e6;0.671696619;0.922933168;1.676240479
hexanenitrile;97.161;633.75762;3.298843055e6;0.391224491;0.839418372;2.033552012
2,4-dimethyl-1-pentanol;116.204;610.0;3.055829275e6;1.713581596;0.500381925;0.725025436
2,3-xylenol~|~2,3-dimethylphenol;122.167;722.86209;3.870571983e6;0.908030034;0.980466888;1.106951341
3-nitrobenzamide;166.136;881.0;4.091571927e6;0.800153777;0.887619716;2.037771426
dimethyl ethanedioate;118.088;631.5130385;3.999967002e6;0.698248905;0.880902985;1.58865458
2-methyl-5-(1-methylethyl)phenol;150.221;730.0;2.992839981e6;1.586648659;0.998806471;0.640865032
terpinolene~|~1-methyl-4-(1-methylethylidene)cyclohexene;136.238;677.0;3.191338939e6;2.161441265;0.599403631;0.453018592
butene~|~1-butene;56.108;419.29;3.994116466e6;1.001358095;0.999675417;0.644755466
2-sec-butylphenol~|~2-(1-methylpropyl)phenol;150.221;710.0;2.975616508e6;0.333553795;0.746764535;2.025749074
p-terphenyl~|~1,1'-4',1''-terphenyl;230.31;912.9752128;2.750344846e6;1.090869721;0.975415995;1.121050724
propane~|~n-propane;44.097;369.9007231;4.25545806e6;0.813733572;0.929511022;0.683735841
2-methyl-3-butenenitrile;81.118;588.0;4.20274158e6;0.575512658;0.923646839;1.669687498
3-ethyltetracosane;366.718;803.0;851083.3273;0.866552381;0.860940951;2.382853809
tetradecane~|~n-tetradecane;198.394;692.4759441;1.547463868e6;0.531099821;0.796152812;2.048249265
decyl acetate~|~n-decyl acetate~|~aceticaciddecylester;200.322;664.8;1.764103756e6;0.614895938;0.853292549;2.497198686
r23~|~fluoroform~|~trifluoromethane;70.01420949;299.0035922;4.818764023e6;0.367081219;0.840473652;1.586707006
hexyl formate~|~n-hexyl formate~|~hexyl methanoate~|~formicacidhexylester;130.187;595.0;3.49288067e6;0.664129856;0.899139982;1.910204474
benzylamine~|~alpha-aminotoluene;107.156;677.0;5.028581372e6;0.408253474;0.863029348;2.352720656
(9e,11e)-tetradeca-9,11-dienyl acetate;252.398;732.0;1.546031348e6;0.553427101;0.829121414;2.92026004
glutaraldehyde~|~1,5-pentanedial;100.117;670.0;5.035396253e6;0.471651732;0.8619339;2.368223986
pentachlorophenol;266.323;828.0;3.26748245e6;1.765630979;0.976779538;0.632327278
cis-1,2,3,5-trans-4,6-cyclohexanehexol;180.156;887.0;3.81870665e6;0.97942805;0.848783817;2.568569839
n-methyl-2,3-dimethyl-3-phenyl-2-butanamine;191.318;757.0;2.356868774e6;0.979296364;0.472789294;0.781211595
sulfur trioxide;80.057;491.0447692;8.793509231e6;0.0;0.342325437;1.370591778
chloropentafluorobenzene;202.5080158;569.8254;3.19029419e6;0.424931836;0.814602932;1.720784564
2-decanone;156.269;671.8;2.233370609e6;1.622042491;0.96662781;0.642561375
dibutylamine~|~di-n-butylamine;129.247;607.4817358;2.568891901e6;0.210992021;0.824435042;3.01573925
2,6-dimethyl-7-octen-2-ol;156.269;618.0;2.190371439e6;0.221664953;0.794483685;3.766411985
biphenylene;152.196;844.0;5.089654467e6;0.54160645;0.923700179;1.66926758
1-(1-methylethyl)naphthalene;170.255;772.0;2.862731102e6;0.314931204;0.75140575;1.95968561
phosgene;98.91;420.0;3.221142628e6;0.364040091;0.840904016;1.70314989
dea~|~diethanolamine~|~2,2'-diethanolamine;105.137;736.484035;4.988350333e6;0.684406603;0.854051107;2.485054318
3,5-dimethyl-3-hexanol;130.231;616.0;3.671217795e6;1.445419467;0.998787504;0.707698724
1-decanenitrile;153.269;676.0;2.172456933e6;0.443185664;0.838961614;2.735749389
chlorocyclohexane;118.604;641.0;4.065596206e6;1.278507333;0.941070281;0.540596889
ethanethiol~|~ethyl mercaptan;62.13;498.76268;5.51100565e6;1.291935643;0.999396058;0.46248059
6-methylquinoline;143.189;789.0;4.136210871e6;0.7546503;0.944055825;1.404969042
nonanal~|~1-nonanal;142.242;658.5;2.681326238e6;1.445461315;0.995093114;0.709200209
3-methyl-2-thiabutane~|~methyl isopropyl sulfide;90.184;553.0;4.082955192e6;0.769586081;0.829725255;0.845093096
4-propylphenol;136.194;727.0;3.391862915e6;1.384955188;0.99951403;0.764241389
9-ethyl-9-heptyloctadecane;380.745;804.0;746220.8097;2.512559758;0.99484088;0.619993115
heptanenitrile;111.188;657.0;3.11940279e6;0.380646835;0.833321718;2.130801381
pentachlorobenzene;250.324;797.0;3.559760342e6;1.1294523;0.999998529;0.968723494
2,5-dimethyl-3-hexanol;130.231;621.0;2.947628655e6;0.50302001;0.644999946;1.330498892
tert-butanol~|~2-methyl-2-propanol~|~2-methylpropan-2-ol;74.123;506.1058819;3.974280833e6;2.08051585;0.999991332;0.56116763
(z)-tricos-9-ene;322.621;778.4;952700.972;0.516345727;0.814175767;3.242819252
indane~|~hydrindene;118.179;684.84902;3.985183303e6;0.493742658;0.830976358;1.411265383
bicyclopentyl~|~1,1'-bicyclopentyl;138.254;690.0;3.234839167e6;0.665101564;0.953481433;1.31208556
cyclononane;126.243;682.0;3.35647274e6;1.214664553;0.492371866;0.58241304
1,1-diphenylethene;180.25;778.0;2.658523035e6;1.487346478;0.999523579;0.663125986
3-octanol;130.231;628.408155;3.068832361e6;2.657938329;0.845029403;0.438218567
1,2-dichloro-4-(trifluoromethyl)benzene;214.9962095;666.0;3.29289771e6;0.905161001;0.999842466;0.974822525
tetrahydro-6-methyl-2h-pyran-2-one~|~2h-pyran-2-one, tetrahydro-6-methyl-;114.144;749.0;4.260750562e6;0.874451844;0.807059639;0.930365737
2-butanethiol~|~sec-butyl mercaptan;90.184;549.5;3.806016296e6;1.369734946;0.999954057;0.496180254
dipropylamine~|~1-propanamine~|~di-n-propylamine;101.193;555.7821925;3.678075854e6;0.350061251;0.858892157;2.411448769
pyrene;202.256;974.0;2.982075078e6;1.342568176;0.99999228;0.654391355
ethyl3-ethoxypropanoate~|~ethyl-3-ethoxypropionate~|~ethyl .beta.-ethoxypropionate~|~propionic acid,beta ethoxy,ethyl ester;146.186;620.5818182;2.658811508e6;0.0;0.137341595;1.014149328
5-ethylidene-2-norbornene~|~5-ethylidenebicyclo[2.2.1]hept-2-ene~|~cis-5-ethylidenebicyclo[2.2.1]hept-2-ene;120.195;644.0;4.069902324e6;0.14754016;0.840177692;2.711579337
1-ethylnaphthalene;156.228;766.0;3.069882507e6;1.060435817;0.999999637;0.928292011
r225ca~|~1,1-dichloro-2,2,3,3,3-pentafluoropropane;202.9330158;481.0;3.158535002e6;0.583232921;0.941483758;1.431719393
dimethyl 1,7-heptanedioate~|~dimethyl ester heptanedioic acid;188.223;711.0;2.377354064e6;0.836712972;0.724644879;1.177810512
1,1,2,2-tetrachloroethane;167.838;657.0;5.833028114e6;0.464682248;0.79072419;1.335540415
octyl acetate~|~n-octyl acetate~|~octyl ethanoate~|~aceticacidoctylester;172.268;652.0;2.121151859e6;0.607599622;0.828067651;1.909171124
2-methyl-4-hexanone;114.188;594.6;2.949254066e6;0.0;0.158004676;0.956512776
(z)-1,3-dimethylcyclopentane~|~1,cis-3-dimethylcyclopentane~|~cis-1,3-dimethylcyclopentane;98.189;552.0;3.401823562e6;1.399161694;0.999851849;0.492516578
tetralin~|~1,2,3,4-tetrahydronaphthalene;132.206;720.2829176;3.518258397e6;0.994051517;0.876115575;0.800498699
cyclopentanethiol;102.195;639.0;4.801156557e6;1.357214124;0.999989228;0.513642067
tridecanoic acid~|~n-tridecanoic acid;214.349;763.0;1.880064157e6;1.532329658;0.680420889;0.986686272
octanal~|~1-octanal;128.215;639.3037962;2.954800849e6;1.402246588;0.998853356;0.696449485
2,4-dimethyltetradecane~|~tetradecane, 2,4-dimethyl-;226.448;688.2;1.340603774e6;0.159899655;0.786337026;3.998857649
2-octanol;130.231;629.63054;2.753906773e6;2.339203398;0.999932649;0.477778653
3-pentenenitrile;81.118;609.4;4.129248979e6;0.60799612;0.915053091;1.749817401
palmitic acid~|~hexadecanoic acid;256.43;785.0;1.50202015e6;0.716405892;0.680113977;1.89715504
2-ethyl-1-butanol;102.177;593.0;3.53960388e6;1.937205728;0.690298801;0.652706859
methyllinolenate~|~methyl (z,z,z)-9,12,15-octadecatrienoate;292.463;740.0;1.204795907e6;0.518763077;0.81050636;3.330978738
glycerol-triacetate~|~glyceryl triacetate~|~glyceryl triethanoate~|~1,2,3-propanetriol-triacetate;218.205;693.8158968;2.03107491e6;0.541237271;0.799551329;2.544764946
cyclohexyl acetate~|~cyclohexyl ethanoate~|~aceticacidcyclohexylester;142.198;648.0;3.161899096e6;1.238400937;0.899394747;0.745358697
2-methyl-4-tert-butylphenol;164.248;729.0;2.68668127e6;0.344940201;0.72612148;1.971634166
diethylmalonate~|~diethyl 1,3-propanedioate;160.169;651.0;2.574532916e6;1.406219866;0.99968168;0.830982171
propanal~|~1-propanal~|~propionaldehyde;58.08;504.3188452;5.177910337e6;1.661059945;0.999416284;0.439193662
7-thiatridecane~|~dihexyl sulfide;202.4;720.0;1.776110232e6;1.42391398;0.941796816;0.823353273
nitrobenzene;123.111;722.0;3.729570275e6;0.476407363;0.825898399;1.565067515
linalool acetate;196.29;670.0;1.952566832e6;0.895244931;0.829033239;1.226849963
dipropyl ether~|~di-n-propylether;102.177;530.56006;2.89115269e6;1.360413876;0.999999668;0.630260015
2,3-dimethyl-2-pentene;98.189;546.9;2.942407448e6;0.472544797;0.92259364;1.678884552
2,2-dimethyl-3-pentanol;116.204;584.0;3.104686035e6;0.031527718;0.78958573;3.916512399
mono-methylterephthalate~|~monomethyl terephthalate~|~1,4-benzenedicarboxylic acid, monomethyl ester;180.159;784.0;3.678357955e6;2.063565775;0.972361873;0.741229799
1,2,3-trichlorobenzene;181.44;745.0;3.787748977e6;1.22764583;0.998937564;0.650457034
1,4-butanediamine;88.154;651.0;4.482679284e6;2.55553029;0.999743475;0.32593087
cyclohexyl propanoate;156.225;662.0;2.857963304e6;1.344078147;0.97306402;0.745537367
7-hexadecylbicyclo[4.3.0]nonane;348.659;829.0;1.044886004e6;0.853810186;0.868880562;2.272007424
dimethylfurazan;98.105;640.0;5.454597025e6;1.260714623;0.999861004;0.834132519
2-methyl-2-pentanol;102.177;559.461;3.53043079e6;0.081346188;0.78888959;3.914436341
n,n,n',n'-tetramethylmethanediamine;102.181;526.0;2.873873635e6;0.783702026;0.986392126;1.071642577
isoamyl propionate~|~3-methylbutyl propanoate;144.214;611.426824;1.975961473e6;0.0;0.145055145;0.923526879
parahydrogen~|~para-hydrogen;2.016;32.976;1.292618873e6;0.142926703;0.894658846;1.22783e-7
benzyl benzoate~|~benzoicacidphenylmethylester;212.248;814.0;2.558204998e6;0.295163811;0.822266173;3.061320048
methyloleate~|~methyl cis-9-octadecenoate;296.495;739.0;1.218791676e6;0.614643064;0.822756589;3.051101177
acetic anhydride~|~ethanoic anhydride;102.089;605.96;4.000242827e6;0.422956427;0.719704447;1.568657141
1,3,5-cycloheptatriene;92.141;612.0;4.778212839e6;1.427529182;0.999916383;0.470478042
heptadecane~|~n-heptadecane;240.475;735.7088538;1.320624968e6;0.621973512;0.784768875;1.985506752
1,2-dibromoheptane;257.997;724.0;2.839733999e6;0.994060111;0.999824167;1.000267011
decylcyclopentane;210.405;732.0;1.621520148e6;0.544512119;0.83651113;2.097568028
1-decene;140.27;616.0;2.156739584e6;0.89743221;0.827868551;1.072290474
4-methylcyclohexene;96.173;576.0;3.634113725e6;0.142683073;0.846558434;2.605184931
mesitylene~|~1,3,5-trimethylbenzene;120.195;637.304588;3.126912761e6;0.652221416;0.840097311;1.273992577
bicyclo[4.1.0]hept-3-ene, 3,7,7-trimethyl-;136.238;660.0;2.934498895e6;1.234651851;0.999820108;0.631758048
2-bromo-4-phenylphenol;249.107;828.0;3.009282426e6;0.648817545;0.923577922;1.670387363
2,4,6-trinitrotoluene~|~2-methyl-1,3,5-trinitrobenzene;227.132;812.0;2.183452851e6;0.618749625;0.857390852;2.434336342
2-isopropylnaphthalene~|~2-(1-methylethyl)naphthalene;170.255;775.0;2.787744305e6;1.091524165;0.999553259;0.897562695
2-butanone, 3-hydroxy-3-methyl-;102.133;651.0;3.14076532e6;0.0;0.256188531;0.707898881
acetol~|~1-hydroxy-2-propanone;74.079;616.0;5.531434675e6;0.689764176;0.92368994;1.669174977
perfluoroheptane~|~perfluoro-n-heptane~|~hexadecafluoroheptane;388.0514506;477.5745518;1.621758795e6;1.935438941;0.999954925;0.545924732
acrylonitrile~|~2-propenenitrile;53.064;540.0;4.66107924e6;0.470253528;0.854859079;1.462783144
n,n-diethylformamide;101.149;672.0;4.450926199e6;0.614325394;0.85844746;1.393269408
.alpha.,.alpha.-dimethoxytoluene;152.193;632.0;3.427117669e6;0.371827637;0.829461721;2.913698172
triphenylethene~|~triphenylethylene~|~1,1',1''-(1-ethenyl-2-ylidene)tris-benzene;256.348;907.0;1.906204993e6;1.933008931;0.955819617;0.506048828
di-2-ethylhexylphthalate~|~bis(2-ethylhexyl) phthalate~|~bis(2-ethylhexyl) 1,2-benzenedicarboxylate;390.564;835.0;1.069359984e6;1.407583359;0.692323337;1.102021389
isopropyl (s)-2-hydroxypropionate;132.159;600.0;4.004468896e6;0.673011285;0.891706459;1.991273149
hexadecane~|~n-hexadecane;226.448;722.3918757;1.44848859e6;0.463821894;0.809869392;2.554000841
methyl cyclobutanecarboxylate;114.144;626.0;2.477105154e6;0.36284153;0.818793838;1.535154972
2-methyl-1,3-propanediol;90.122;708.0;5.377660505e6;2.392162278;0.996229419;0.468676268
.alpha.-tolualdehyde;120.151;676.0;4.000702523e6;1.516377951;0.999910076;0.715136189
isobutene~|~isobutylene~|~2-methylpropene;56.108;417.964595;4.001998706e6;0.655322363;0.849156141;0.863337837
phenyl phenylacetate;212.248;801.0;2.578880976e6;1.144702403;0.508973718;0.889377103
methanal~|~formaldehyde;30.026;418.1;6.933860609e6;0.775404945;0.859362744;0.774844166
2-phenylethanol;122.167;723.5;4.038890793e6;1.598156223;0.851303436;0.621492342
2-propanethiol~|~2-propyl mercaptan~|~isopropyl mercaptan;76.157;512.7;4.515567882e6;1.373581467;0.999864466;0.460303819
glycol~|~1,2-ethanediol~|~ethylene glycol;62.068;719.470305;8.263466286e6;1.348703932;0.999982609;0.825907647
(bromomethyl)benzene;171.037;666.0;3.97050865e6;0.689590997;0.913326494;1.76635271
4-dodecanol;186.339;693.0;1.8498603e6;1.415742741;0.001813273;0.99307446
diphenylamine;169.227;818.0;3.908385173e6;0.49751338;0.864974266;2.324998122
valeronitrile~|~pentanenitrile;83.134;610.25997;3.580247413e6;0.251487985;0.847426385;2.590673821
1,1-dicyclohexylethane;194.362;757.0;2.24712995e6;1.260611133;0.99984782;0.814170583
1,3,5-triethylbenzene;162.276;679.0;2.331803326e6;0.693200455;0.832932043;1.403280681
2,4-dinitrotoluene~|~1-methyl-2,4-dinitrobenzene;182.135;805.0;2.858858014e6;0.412653023;0.834467166;2.573823751
3,5-dichloroaniline;162.013;791.0;5.134630653e6;0.625398021;0.913594241;1.76370082
ethyltrichlorosilane~|~trichloroethylsilane~|~ethyl silicon trichloride;163.497;559.911;3.331507324e6;0.535619686;0.936424808;1.491782002
2,4-dimethyl-2-pentanol;116.204;582.0;3.004945459e6;0.0;0.156286608;1.01635919
chinoline~|~quinoline;129.162;782.1482;4.976740739e6;0.726213898;0.837941272;1.064857944
m-nitroaniline~|~3-nitrobenzenamine~|~3-aminonitrobenzene;138.126;835.0;4.563999256e6;1.314832038;0.999655442;0.892630644
cis-decalin~|~decahydronaphthalene~|~cis-decahydronaphthalene;138.254;645.1836;2.163361775e6;0.369263291;0.859207727;2.401191969
ethyl nitrite;75.067;435.0;4.88714268e6;0.58627628;0.921277433;1.69131432
furfuryl alcohol~|~2-hydroxymethylfuran;98.101;629.0;5.523679704e6;0.536600994;0.855894788;2.449315681
(3-methylbutyl)benzene;148.249;665.0;2.695932006e6;0.558096242;0.908023671;1.817697532
bis((2,2,3,3,4,4,5,5-octafluoropentyl)oxy)methane;476.1574506;633.0;1.935904187e6;0.708417785;0.843118821;2.663102534
aniline;93.129;702.577798;5.298890132e6;1.770144557;0.999936887;0.448097592
pyrrole;67.091;639.734345;7.616999831e6;1.253370753;0.999996567;0.647033219
4-fluorotoluene~|~1-fluoro-4-methylbenzene;110.1314032;592.1;3.85631066e6;0.749028038;0.840506935;0.949967449
(e)-2-hexen-1-ol;100.161;611.0;3.519838146e6;0.60442473;0.831210052;2.009463485
5,6-dihydro-2-methyl-2h-pyran;98.145;582.0;4.397585016e6;0.456974679;0.923687479;1.669129927
spiro[6.5]dodecane;166.308;738.0;2.635158863e6;0.0;0.205439758;0.907528038
4-(1-methylethyl)-1,1'-biphenyl;196.293;788.0;3.127119951e6;1.671818144;0.476383059;0.74662769
re143a~|~hfe143m~|~trifluoromethoxymethane~|~trifluoromethyl methyl ether;100.0402095;377.92;3.641934797e6;0.442216215;0.92358131;1.670143188
dimethylamine;45.085;437.483748;5.334841659e6;1.673741876;0.999757033;0.460523512
4-(1-methylethyl)phenol;136.194;728.0;3.267993576e6;2.221453932;0.459861723;0.553300471
