Clapeyron Database File,,,,,,,,,,,,,,,,,,,
NASAIdeal Coefficients from Modelica.Media.IdealGases.Common.SingleGasesData [csvtype = single],,,,,,,,,,,,,,,,,,,
species,Tmid,a1l,a2l,a3l,a4l,a5l,a6l,a7l,b1l,b2l,a1h,a2h,a3h,a4h,a5h,a6h,a7h,b1h,b2h
CNplus,1000.0,-830290957,8775.6875,-29.7744356,0.0497689706,-1.302225951e-05,-2.058325353e-08,1.126843895e-11,170386.0539,203.9918818,-7153463.08,18572.50421,-10.84534159,0.00610668143,-1.191208566e-06,1.184848778e-10,-4.799838730000001e-15,92426.44959999999,113.5340573
CNminus,1000.0,-46065.4139,429.417475,2.32878188,-0.0001235303004,4.47846277e-06,-4.40315129e-09,1.349001191e-12,4362.07834,11.42928617,351796472,-1630.477359,5.60987575,-0.000397560597,8.856147079999999e-08,-9.722872320000001e-12,4.43420569e-16,16479.76581,-11.75502699
CNN,1000.0,-73576.9236,965.2438659999999,-1.704121157,0.02037239025,-2.183423906e-05,1.176082777e-08,-2.551355221e-12,70217.2983,35.2815091,-181714.8765,-672.986349,7.85794834,-6.13688072e-05,-1.088178985e-08,4.45665581e-12,-2.836496278e-16,77234.8898,-19.66012324
CO,1000.0,14890.45326,-292.2285939,5.72452717,-0.008176235030000001,1.456903469e-05,-1.087746302e-08,3.027941827e-12,-13031.31878,-7.85924135,461919725,-1944.704863,5.91671418,-0.0005664282830000001,1.39881454e-07,-1.787680361e-11,9.62093557e-16,-2466.261084,-13.87413108
COplus,1000.0,-21787.86658,128.8857032,3.76905755,-0.00343173013,8.19394575e-06,-6.463814690000001e-09,1.803727574e-12,148234.5898,3.99054707,231684.7506,-1057.646148,4.55425778,0.000449552032,-2.489507047e-07,5.26756642e-11,-3.28951027e-15,155505.0724,-3.87346264
COCL,1000.0,25131.7574,-596.918967,8.32767135,-0.00705613259,1.313150734e-05,-1.037059653e-08,3.033665179e-12,-705.277032,-15.80716775,344372024,-1793.14347,8.3927559,-0.000537476959,9.11355571e-08,-3.111441728e-12,-2.040435218e-16,6914.470149999999,-19.98919104
COCL2,1000.0,93193.2145,-1577.971273,12.08353907,-0.00480901561,7.68847732e-06,-5.8588412e-09,1.687786559e-12,-20542.52334,-38.3476732,-25458.81891,-1305.958516,10.92922584,-0.000360121016,7.78701765e-08,-8.79245203e-12,4.02869661e-16,-22198.4734,-32.3330345
COFCL,1000.0,72621739,-1019.738175,7.29091199,0.00742069171,-7.90254808e-06,4.209427650000001e-09,-9.3144129e-13,-48043.8646,-13.16923671,-53168.8791,-1581.009678,11.12696501,-0.00043730008,9.464190710000001e-08,-1.069291346e-11,4.901756640000001e-16,-45996.6723,-35.25879824
COF2,1000.0,52633.9315,-461.860339,2.774114516,0.01831931082,-2.130172554e-05,1.266924542e-08,-3.101675983e-12,-75642.55099999999,9.46718146,-40738.0685,-1974.009812,11.40363654,-0.000543711147,1.175232744e-07,-1.326564192e-11,6.07677213e-16,-69077.9541,-40.09695
COHCL,1000.0,6332.94687,81.2036559,1.374648391,0.01650970564,-1.692917241e-05,9.68404683e-09,-2.37446939e-12,-21203.5658,19.3837965,831895285,-4416.87084,12.70661114,-0.0009361408629999999,1.855335611e-07,-1.958378539e-11,8.512046829999999e-16,4330.49644,-51.45071542
COHF,1000.0,-45858285,1048.202675,-4.77657422,0.03080719931,-3.4158959e-05,2.034926806e-08,-5.05419462e-12,-50859.8373,52.3224741,857885316,-4791.95912,12.93975218,-0.001018285299,2.021278474e-07,-2.136698091e-11,9.299588910000001e-16,-18789.33107,-55.2744914
COS,1000.0,85478.76430000001,-1319.464821,9.73525724,-0.00687083096,1.082331416e-05,-7.70559734e-09,2.078570344e-12,-11916.57685,-29.91988593,195909.8567,-1756.167688,8.71043034,-0.000413942496,1.015243648e-07,-1.159609663e-11,5.691053860000001e-16,-8927.09669,-26.36328016
CO2,1000.0,49436.5054,-626.411601,5.30172524,0.002503813816,-2.127308728e-07,-7.68998878e-10,2.849677801e-13,-45281.9846,-7.04827944,117696.2419,-1788.791477,8.29152319,-9.22315678e-05,4.86367688e-09,-1.891053312e-12,6.330036589999999e-16,-39083.5059,-26.52669281
CO2plus,1000.0,-73830.3098,1086.211742,-2.771112737,0.02318463595,-2.570240315e-05,1.450335497e-08,-3.33447042e-12,107178.4918,40.54885210000001,-169505.1682,-806.646973,8.00282846,-0.0001577214041,2.566759314e-08,-2.404195965e-12,1.6774468e-16,115438.9478,-21.33567772
COOH,1000.0,-11283.80671,377.517943,-0.5992550409999999,0.02181894272,-2.425918417e-05,1.451245206e-08,-3.59623338e-12,-28410.42565,29.34561769,929318873,-4483.030570000001,12.42199567,-0.0007463139639999999,1.332996131e-07,-1.28271055e-11,5.1379979e-16,-851.8232680000001,-50.6806551
CP,1000.0,-45239.4011,775.882814,-1.453947907,0.01397713706,-1.624489706e-05,9.514083879999999e-09,-2.210281109e-12,57926.3467,33.1164792,-5449937.15,16883.45926,-15.956922,0.01136028761,-2.84654133e-06,3.37936404e-10,-1.554457397e-14,-45545.17739999999,145.1324059
CS,1000.0,-49248.4412,816.69681,-1.542998408,0.01380324735,-1.574407905e-05,9.16971493e-09,-2.169700595e-12,28651.82876,33.08541327,-971957476,2339.201284,1.709390402,0.001577178949,-4.146335910000001e-07,4.50475708e-11,-5.94545773e-16,16810.20727,18.7404822
CS2,1000.0,16135.60482,-464.948147,6.29793879,0.001888896706,3.031927747e-07,-1.737645373e-09,7.79398939e-13,14777.61119,-9.30338213,-1390419724,3354.9755,3.019247723,0.002876437543,-9.076812719999999e-07,1.374091042e-10,-6.99957557e-15,-10138.98046,15.65113703
C2,1000.0,555963451,-9980.12644,66.8162037,-0.1743432724,0.0002448523051,-1.70346758e-07,4.68452773e-11,144586.9634,-344.82297,-968926793,3561.09299,-0.5064138930000001,0.002945154879,-7.13944119e-07,8.67065725e-11,-4.07690681e-15,76817.9683,33.3998524
C2plus,1000.0,-99134.2384,1347.170609,-3.47675316,0.01676429424,-1.865908025e-05,1.091134647e-08,-2.434913818e-12,233545.48,44.0664462,3836292.81,-6242.062449999999,2.779245639,0.006065865859999999,-2.452799858e-06,3.8829425e-10,-2.190639912e-14,285744.7553,0.729738349
C2minus,1000.0,-118192866,1438.18971,-3.19613135,0.01465548163,-1.545537278e-05,9.061235610000001e-09,-2.135962274e-12,49653.1779,42.2560888,4478136.25,-11541.45714,13.10143499,-0.001862700578,4.00693125e-08,3.7102136e-11,-3.33726687e-15,132535.6168,-69.759644
C2CL,1000.0,47258.8941,-898.0223609999999,9.01687715,-0.00633378283,1.08706005e-05,-8.08906892e-09,2.248275223e-12,67022157,-23.54893403,213736.8408,-1630.519518,8.62349025,-0.000425351786,9.04001864e-08,-1.007541495e-11,4.570764750000001e-16,71710.9328,-24.13014598
C2CL2,1000.0,38711.6873,-933.687021,11.19377832,-0.00374628738,6.77047135e-06,-4.91038745e-09,1.299068486e-12,29481.53174,-33.1072353,296199539,-2044.290845,11.87529729,-0.000511503134,1.072666588e-07,-1.183417569e-11,5.32653048e-16,36368025,-40.0082605
C2CL3,1000.0,46750.1604,-885.1019640000001,9.03227055,0.01242122796,-1.554614347e-05,9.51388712e-09,-2.341473263e-12,24958.63399,-17.79070154,-220402.8219,-1072.926248,13.78367377,-0.0003093322915,6.77752895e-08,-7.72730182e-12,3.56669022e-16,24310.20015,-43.42161815
C2CL4,1000.0,37462575,-848.177439,10.09156041,0.01845463807,-2.390899731e-05,1.514828471e-08,-3.84111995e-12,-1598.289063,-23.68079134,-300128.9625,-1132.413909,16.83073063,-0.000328882017,7.2209754e-08,-8.24541776e-12,3.81015471e-16,-2292.758158,-59.8016442
C2CL6,1000.0,159345.1902,-2606.697262,20.28011918,0.01769364625,-3.133104894e-05,2.389395021e-08,-6.89303766e-12,-9038.00704,-79.5307301,-557735194,-497.657679,22.37042798,-0.0001477797229,3.25764146e-08,-3.72721807e-12,1.723860648e-16,-23352.17699,-83.8173691
C2F,1000.0,12497.97213,-348.387675,5.75508435,0.000852868538,2.353546435e-06,-2.804737097e-09,9.083575639999999e-13,42815.2531,-6.43720096,289877.6676,-2016.644658,8.87504571,-0.000516684113,1.092094306e-07,-1.212216787e-11,5.48228768e-16,52412.8792,-27.7308958
C2FCL,1000.0,26976.75344,-741.4403179999999,9.6296043,-0.000386554493,3.003347997e-06,-2.710191661e-09,7.73758689e-13,5500.62039,-25.15774889,347145489,-2348.4611,12.06875617,-0.000580469823,1.21273434e-07,-1.334214186e-11,5.99255661e-16,15020.61224,-42.52445687
C2FCL3,1000.0,12372.82217,-470.396184,7.58162179,0.02305727066,-2.792144322e-05,1.679699826e-08,-4.07757244e-12,-20313.33976,-9.274637513,-282950.5545,-1473.853145,17.07879074,-0.000426521339,9.357199850000001e-08,-1.067932796e-11,4.93326161e-16,-17384.33314,-61.97054796
C2F2,1000.0,17763.13572,-611.328094,8.6636068,0.0009156381209999999,2.363808425e-06,-2.753750054e-09,8.713935969999999e-13,-16496.11017,-21.65150307,419389094,-2715.359989,12.30403413,-0.0006649305540000001,1.385254301e-07,-1.520813764e-11,6.81982103e-16,-4179.221939999999,-46.7038623
C2F2CL2,1000.0,-115043.3214,2032.113595,-11.19750271,0.083424514,-0.0001163698616,7.83309289e-08,-2.070004069e-11,-52082.5681,88.88322147,-870256566,726.472448,15.30689121,0.0003045597224,-7.04546804e-08,8.28592434e-12,-3.89858107e-16,-52088.8871,-49.98300753
C2F3,1000.0,-26147.75016,210.1767714,2.32862508,0.02368943293,-2.416431591e-05,1.224916093e-08,-2.488670434e-12,-30285.66585,16.9960879,-124260.3837,-2137.292446,14.55051371,-0.0006093891980000001,1.331427672e-07,-1.515124358e-11,6.98411206e-16,-19771.46179,-54.21039870000001
C2F3CL,1000.0,-8122.270309999999,-157.4007092,5.04181029,0.02621692321,-2.843001445e-05,1.537643979e-08,-3.36073067e-12,-63540.49950000001,2.792301872,-216272.4659,-2195.103372,17.59605428,-0.000628261729,1.37416661e-07,-1.565004037e-11,7.218309900000001e-16,-55151095,-69.21931823999999
C2F4,1000.0,-9991.530069999999,-129.1088427,4.50422905,0.0259202964,-2.63030872e-05,1.316489777e-08,-2.625017169e-12,-80904.47080000001,3.27424147,-162991.5758,-2603.903955,17.88488423,-0.000739703801,1.61446034e-07,-1.835820392e-11,8.45764107e-16,-70063.7166,-74.5416586
C2F6,1000.0,-37953717,799.82764,-4.67156181,0.0750145099,-9.812116100000001e-05,6.31980759e-08,-1.622597311e-11,-167521.1878,50.537592,-1011551484,-942.2140710000001,22.02553906,-0.000131451875,1.8660453e-08,-3.46711861e-12,2.488311205e-16,-165743.4402,-93.0216115
C2H,1000.0,13436.69487,-506.797072,7.77210741,-0.00651233982,1.030117855e-05,-5.880147670000001e-09,1.226901861e-12,68922.69989999999,-18.71881626,3922334.57,-12047.51703,17.5617292,-0.00365544294,6.98768543e-07,-6.82516201e-11,2.719262793e-15,143326.6627,-95.6163438
C2HCL,1000.0,132978.4931,-2174.542005,14.97980787,-0.012903432,1.602596399e-05,-9.15204743e-09,2.021222995e-12,36048.0126,-59.5823675,1152149855,-4461.20435,12.81367818,-0.000679739746,1.151395389e-07,-1.046657798e-11,3.94993917e-16,52339.55,-53.206617
C2HCL3,1000.0,39592.3306,-517.875604,5.15503016,0.02816922101,-3.62474115e-05,2.392073843e-08,-6.3624007e-12,-1534.34508,1.209377115,604929824,-4237.00319,18.46274582,-0.000813724326,1.551223511e-07,-1.584645594e-11,6.70100654e-16,18482.92676,-76.9837525
C2HF,1000.0,91611.6911,-1537.245636,11.33665074,-0.00462472931,5.87798546e-06,-2.690992345e-09,3.52471953e-13,10859.0282,-40.23994380000001,1234347179,-4819.58196,13.02337752,-0.000749543582,1.285452942e-07,-1.184559365e-11,4.53678476e-16,32368.1171,-56.4079182
C2HFCL2,1000.0,31173.99823,-136.9505457,1.176399869,0.040807766,-5.4181378e-05,3.61360066e-08,-9.625862350000001e-12,-21151.42871,21.4643316,407124352,-3808.20452,18.2114405,-0.000727896606,1.381532849e-07,-1.405342513e-11,5.92000972e-16,-2676.849943,-75.67353566999999
C2HF2CL,1000.0,170443.7675,-1667.236861,4.7887885,0.0444483001,-7.32219777e-05,5.62934755e-08,-1.654638029e-11,-32918.0976,-5.78859364,583037.47,-3810.31741,17.99003171,-0.000588821086,1.002861284e-07,-9.149788100000001e-12,3.45998516e-16,-22058.75409,-75.90948533
C2HF3,1000.0,-14109.69036,368.762492,-1.144797568,0.0395630602,-4.60200136e-05,2.785149385e-08,-6.90376008e-12,-62264.1033,32.8966169,691741378,-5260.30164,19.15276614,-0.001072493938,2.099276744e-07,-2.195126633e-11,9.472702399999999e-16,-32476.4021,-87.5045695
C2H2_vinylidene,1000.0,-14660.42239,278.9475593,1.276229776,0.01395015463,-1.475702649e-05,9.47629811e-09,-2.567602217e-12,47361.1018,16.58225704,1940838725,-6892.718150000001,13.39582494,-0.0009368968669999999,1.470804368e-07,-1.220040365e-11,4.12239166e-16,91071.1293,-63.3750293
C2H2CL2,1000.0,-12037.24514,462.903119,-1.318184584,0.039304496,-4.85152902e-05,3.17841146e-08,-8.47693841e-12,-3251.80686,34.89218118,1561121185,-7358.096350000001,20.11869185,-0.001310978834,2.411885716e-07,-2.38416674e-11,9.78541575e-16,41222009,-95.50252712000001
C2H2FCL,1000.0,226015.4427,-2557.428772,9.2362412,0.02879408894,-5.16397547e-05,4.25219103e-08,-1.311612713e-11,-8180.627839999999,-32.34787581,1527690968,-6689.712229999999,19.5055383,-0.001040920895,1.780587502e-07,-1.633098515e-11,6.213465560000001e-16,17052.66451,-91.94078300999999
C2H2F2,1000.0,57029.3581,-676.28604,4.11741171,0.01822618762,-6.86133154e-06,-3.29575674e-09,2.180965597e-12,-38386.5078,1.487528685,-822719275,-2915.718833,18.30163995,-0.001039630129,2.546725128e-07,-3.157578705e-11,1.55154096e-15,-31100.28589,-84.00834700000001
CH2CO_ketene,1000.0,35495.9809,-406.306283,3.71892192,0.01583501817,-1.726195691e-05,1.157376959e-08,-3.30584263e-12,-5209.99258,3.83960422,2013564915,-8200.88746,17.59694074,-0.001464544521,2.695886969e-07,-2.66567484e-11,1.094204522e-15,41777.7688,-87.2580358
O_CH_2O,1000.0,-229245.9698,3724.09805,-18.93769993,0.0751174414,-8.08385542e-05,4.35823319e-08,-9.36453933e-12,-44544.8601,132.702876,267806.3593,-4436.61748,17.81696797,-0.000709717378,1.272621878e-07,-1.237226678e-11,5.02505752e-16,-4479.60828,-81.5670064
HO_CO_2OH,1000.0,30725.13274,-391.617469,3.17838864,0.0374128975,-4.00975396e-05,2.288662646e-08,-5.386771549999999e-12,-87979.4255,9.75109137,1805560696,-9240.33315,26.25742604,-0.001418458557,2.526840574e-07,-2.521005198e-11,1.040036111e-15,-37542.8646,-132.6879788
C2H3_vinyl,1000.0,-33478.9687,1064.104103,-6.40385706,0.0393451548,-4.76004609e-05,3.17007135e-08,-8.633406430000001e-12,30391.22649,58.0922618,2718080093,-10309.56829,18.36579807,-0.001580131153,2.680594939e-07,-2.439003999e-11,9.20909639e-16,97650.55589999999,-97.6008686
CH2BrminusCOOH,1000.0,-78324.8479,1648.865353,-9.34953363,0.06879635440000001,-8.374880770000001e-05,5.40603842e-08,-1.423159923e-11,-55411.8762,81.654232,2486349.85,-11402.56346,27.56020307,-0.00184318701,3.26539274e-07,-3.122663159e-11,1.223452495e-15,18370.13127,-142.0040888
C2H3CL,1000.0,-16888.9613,854.510555,-6.51496811,0.0494468209,-6.11775691e-05,4.06729403e-08,-1.101392662e-11,-2069.321797,59.2843553,2456178566,-10474.5272,21.78736544,-0.001816893523,3.29637403e-07,-3.21440071e-11,1.302256512e-15,63462.3129,-114.9890773
CH2CLminusCOOH,1000.0,-112250.6431,2168.288546,-12.27791221,0.0751438806,-9.08315849e-05,5.81236398e-08,-1.51824744e-11,-63143145,96.9438971,2472881709,-11522.75613,27.66275288,-0.00188642952,3.36177259e-07,-3.23126806e-11,1.273273865e-15,13703848,-144.3191119
C2H3F,1000.0,-45791.3496,1411.541724,-10.21500877,0.0577581657,-7.08067749e-05,4.64085076e-08,-1.240455865e-11,-24027.88827,78.6082839,2478832.34,-10759.32307,21.94796688,-0.00186911411,3.39528067e-07,-3.31538293e-11,1.345081799e-15,45634.5555,-118.0410277
CH3CN,1000.0,-99659.88380000001,1739.278534,-7.89842082,0.0429489432,-4.49997388e-05,2.717105086e-08,-7.026117590000001e-12,-1461.161333,68.52508274,2923231393,-12337.92258,23.24477222,-0.002411565845,4.622157170000001e-07,-4.74060124e-11,2.010639467e-15,80585.65550000001,-129.2249102
CH3CO_acetyl,1000.0,-71938.9413,1464.465167,-6.63227613,0.04108468379999999,-4.22625664e-05,2.485766819e-08,-6.29255848e-12,-9309.37081,64.22897619999999,2485388.15,-11207.14204,22.77525438,-0.00231426055,4.53618917e-07,-4.74263555e-11,2.044663903e-15,63800.8841,-121.5350925
C2H4,1000.0,-116360.5836,2554.85151,-16.09746428,0.0662577932,-7.885081859999999e-05,5.12522482e-08,-1.370340031e-11,-6176.19107,109.3338343,3408763.67,-13748.47903,23.65898074,-0.002423804419,4.43139566e-07,-4.35268339e-11,1.775410633e-15,88204.2938,-137.1278108
C2H4O_ethylen_o,1000.0,-172823.3345,3816.6788,-26.29851977,0.1014103162,-0.0001240578373,8.03404035e-08,-2.120942544e-11,-24375.19333,165.4885056,3151809957,-14236.46316,27.08080476,-0.002606238456,4.853891929999999e-07,-4.85214476e-11,2.011778721e-15,76625.6144,-156.3952401
CH3CHO_ethanal,1000.0,-137390.4369,2559.937679,-13.40470172,0.05922128619999999,-6.24000605e-05,3.70332441e-08,-9.34269741e-12,-33187.3131,100.7417652,3321176.59,-14497.19957,27.08421279,-0.002879320054,5.55630992e-07,-5.73267488e-11,2.443965239e-15,65077.5564,-153.6236027
CH3COOH,1000.0,-32191.9198,1196.329795,-8.70582402,0.0569625759,-5.75788716e-05,3.35211522e-08,-8.614438229999999e-12,-58401.12869999999,72.82413919999999,2103514223,-14678.22192,33.8280283,-0.00569485868,1.343221353e-06,-1.606041158e-10,7.652794250000001e-15,29242.28407,-193.527885
OHCH2COOH,1000.0,-313897858,5693.06877,-36.8516029,0.1563502811,-0.0002039487993,1.340232412e-07,-3.50913026e-11,-98016.4009,226.9492355,1946628253,-9804.0202,28.44111243,-0.000787640475,6.41627595e-08,1.069321262e-12,-3.23717828e-16,-16946.5047,-147.4109363
C2H5,1000.0,-141131.2551,2714.285088,-15.34977725,0.06451672580000001,-7.259143960000001e-05,4.59911601e-08,-1.218367535e-11,598.141884,109.096652,4169220.4,-16629.82142,27.95442134,-0.003051715761,5.685160040000001e-07,-5.6828636e-11,2.355648561e-15,113701.0087,-163.9357995
C2H5Br,1000.0,-137417.2662,2861.429418,-18.24108956,0.08566230600000001,-0.0001047174473,6.90607457e-08,-1.862276022e-11,-21984.80205,125.8435579,2378649403,-12670.33647,27.77558646,-0.002010898783,4.43608341e-07,-5.34819809e-11,2.63983585e-15,64140.6205,-152.8277085
C2H6,1000.0,-186204.4161,3406.19186,-19.51705092,0.0756583559,-8.20417322e-05,5.0611358e-08,-1.319281992e-11,-27029.3289,129.8140496,5025782.13,-20330.22397,33.2255293,-0.00383670341,7.23840586e-07,-7.3191825e-11,3.065468699e-15,111596395,-203.9410584
CH3N2CH3,1000.0,-373849232,5880.45313,-29.86398524,0.1087380861,-0.0001167950177,6.91689489e-08,-1.719950055e-11,-11899.84084,194.8246321,4993357.09,-21609.96161,39.6444992,-0.00419645011,8.02336198e-07,-8.21226002e-11,3.47723744e-15,144996261,-237.2109745
C2H5OH,1000.0,-234279.1392,4479.18055,-27.44817302,0.1088679162,-0.0001305309334,8.437346399999999e-08,-2.234559017e-11,-50222.29,176.4829211,4694817.65,-19297.98213,34.4758404,-0.00323616598,5.78494772e-07,-5.56460027e-11,2.2262264e-15,86016.22709999999,-203.4801732
CH3OCH3,1000.0,-269310.3242,4300.709709999999,-21.52788028,0.08131833390000001,-8.29567132e-05,4.80191151e-08,-1.188699808e-11,-44102.3709,146.7666934,4933577.19,-20830.94065,36.2905061,-0.004108351640000001,7.90322031e-07,-8.13143563e-11,3.45816611e-15,101330.1012,-218.5447466
CH3O2CH3,1000.0,-228578.4757,3820.14257,-19.76647823,0.0884074386,-9.641284560000001e-05,5.90720083e-08,-1.526491225e-11,-34920.1696,138.6769151,5316368.47,-22212.67874,40.3433509,-0.00461274809,8.792987200000001e-07,-9.068221189999999e-11,3.865664890000001e-15,116159.6028,-239.5296055
CCN,1000.0,-16962.81385,98.3789163,3.81266294,0.00534689423,-2.473598508e-06,-3.73056422e-10,4.48175686e-13,94800.72570000001,5.553165572,79486.7489,-1344.786906,8.30998646,-0.0002220105361,1.753683113e-08,2.545998719e-12,-2.645649117e-16,102318.7495,-22.5979394
CNC,1000.0,-70751.9271,1007.523898,-1.576789967,0.02052532634,-2.278935009e-05,1.283362343e-08,-2.933174091e-12,76133.2485,34.87094132,-90313.1356,-831.32365,8.11473595,-0.0002447691991,5.39750877e-08,-6.18398486e-12,2.865172411e-16,84518.33600000001,-21.02937255
OCCN,1000.0,24288.01276,-552.586462,8.58783817,-0.00337938777,1.119841826e-05,-1.008408077e-08,3.086448824e-12,25996.20072,-16.59592359,935913.1680000001,-4441.082289999999,13.68959297,-0.001647530917,3.81987344e-07,-3.945161e-11,1.509598839e-15,49512.2278,-54.1708968
C2N2,1000.0,108240.4484,-1928.137871,15.53891898,-0.01821159329,2.77884084e-05,-1.899434373e-08,4.94967772e-12,44490.9759,-60.90964741,793442372,-3997.37627,13.1449743,-0.0008747782000000001,2.059156733e-07,-2.200469389e-11,9.97448577e-16,58636323,-54.73201251
C2O,1000.0,-3959.92942,-111.7516348,4.59396006,0.00371060202,-7.01476018e-07,-1.371129839e-09,7.123853999999999e-13,34101.0974,0.4622805600000001,-634805659,1184.133091,4.87917334,0.001757538773,-3.95755227e-07,3.98917994e-11,-1.546043135e-15,24898.03938,0.980904059
C3,1000.0,-43546.1448,666.018322,1.451033157,0.00743451312,-3.81015299e-06,-2.336961396e-11,4.40705453e-13,96351.70199999999,20.25173297,4508098.93,-14610.33761,22.81974644,-0.008544340610000001,2.146069341e-06,-2.103867761e-10,6.351589060000001e-15,191197.6065,-127.1869723
C3H3_1_propynl,1000.0,-65058.5935,1350.858921,-5.82543393,0.0375661048,-3.73490334e-05,2.117676603e-08,-5.139113250000001e-12,46565.1053,57.8147755,4550654.87,-16405.74172,27.12605991,-0.00447460038,1.037712415e-06,-1.250211369e-10,6.02658205e-15,153408.7662,-156.5931809
C3H3_2_propynl,1000.0,61885.78320000001,-890.957867,6.34755882,0.01633173115,-1.949975695e-05,1.417349778e-08,-4.19986632e-12,42717.8583,-12.31400729,2989723833,-11189.54446,22.22225052,-0.002068106902,4.12188364e-07,-4.43898059e-11,1.970824701e-15,106187.8289,-118.6744583
C3H4_allene,1000.0,-16451.55745,962.945781,-7.53232668,0.05518219110000001,-6.73358512e-05,4.53270905e-08,-1.251837614e-11,17724.94269,61.5196976,3479355.1,-14304.12453,27.02534756,-0.002557412369,4.70664675e-07,-4.65168807e-11,1.908219044e-15,107231.2354,-154.8846158
