Clapeyron Database File,,,,,,,,,,,,,,,,,,,
NASAIdeal Coefficients from Modelica.Media.IdealGases.Common.SingleGasesData [csvtype = single],,,,,,,,,,,,,,,,,,,
species,Tmid,a1l,a2l,a3l,a4l,a5l,a6l,a7l,b1l,b2l,a1h,a2h,a3h,a4h,a5h,a6h,a7h,b1h,b2h
P2O3,1000.0,-66457.5389,758.090055,0.988843677,0.0285987873,-3.23114211e-05,1.83452517e-08,-4.2124893e-12,-88200.3674,26.89914458,-217534411,-1369902,14.0114296,-0.000402385696,8.86834578e-08,-1.01565728e-11,4.70435606e-16,-79227.56999999999,-47.39487232000001
P2O4,1000.0,-43760.9126,490.510283,0.964364937,0.0388607358,-4.67550922e-05,2.81262563e-08,-6.8244061e-12,-116899779,23.79582767,-367011486,-1638.42373,17.2118861,-0.000482658015,1.0644619e-07,-1.21961007e-11,5.65065458e-16,-109043593,-67.14276593
P2O5,1000.0,-29991.5922,-45.9450659,6.98748683,0.0288330297,-3.10450953e-05,1.64386868e-08,-3.4679423e-12,-138190.14,-3.400572711,-324708016,-2016.97508,20.4869934,-0.000591064115,1.30199302e-07,-1.49068294e-11,6.90357341e-16,-130629016,-80.31642952
P3,1000.0,46933.5895,-864.358932,8.73424753,1.09453456e-05,-1.99857332e-06,2.09675051e-09,-6.92288971e-13,27748.4734,-20.63587261,-125351306,-83.0673462,7.56195677,-2.47440395e-05,5.45727693e-09,-6.24466057e-13,2.88772422e-17,23087.2228,-12.28310621
P3O6,1000.0,201449.3813,-3053.488073,16.02114098,0.043168899,-6.37654426e-05,4.42286792e-08,-1.200020334e-11,-177650.3811,-65.5626789,-878796.81,-1651.988071,27.72258397,-0.00048593267,1.067867708e-07,-1.218015776e-11,5.61491196e-16,-190916.5548,-122.0665277
P4,1000.0,120514185,-2345.71179,17.7394655,-0.0145631497,1.58759409e-05,-9.314710310000001e-09,2.27149167e-12,16088.4648,-70.88590647000001,-185870586,-62.8454689,10.0484488,-1.98766885e-05,4.482408440000001e-09,-5.22610367e-13,2.45579129e-17,3848.21092,-24.77297797
P4O6,1000.0,376089475,-5685.83262,29.1422545,0.0225153212,-4.51026963e-05,3.58831269e-08,-1.05757206e-11,-168856248,-145.1359851,-1008997.24,-887.275399,28.6606483,-0.000263601894,5.81094072e-08,-6.64808696e-12,3.07439193e-16,-199713.89,-128.1853821
P4O7,1000.0,321858696,-4871.44473,24.54417068,0.0401550955,-6.52419715e-05,4.75655418e-08,-1.332975491e-11,-218451.7427,-118.1504792,-1102947375,-1511.077128,32.109795,-0.000437180376,9.516639610000001e-08,-1.075204176e-11,4.91102568e-16,-242909654,-147.3140859
P4O8,1000.0,271932.6942,-4118.600390000001,20.28714235,0.0568541699,-8.40073963e-05,5.823389060000001e-08,-1.57864716e-11,-260453.9703,-94.0716207,-1173177311,-2200.632995,35.6301013,-0.000648984974,1.429623989e-07,-1.635821725e-11,7.571070759999999e-16,-278384.3144,-167.963696
P4O9,1000.0,219991.6395,-3336.46494,15.86413106,0.0740245233,-0.0001034835052,6.94443832e-08,-1.84073345e-11,-301874.2692,-69.9796767,-1233696783,-2917.032808,39.1775711,-0.000873640298,1.937914895e-07,-2.230510118e-11,1.037248818e-15,-312963.7516,-189.717642
P4O10,1000.0,167014.2268,-2540.2433,11.36853403,0.09137812159999999,-0.0001231990626,8.08103223e-08,-2.106787011e-11,-341015191,-46.4343134,-1337201132,-3516.38233,42.6040331,-0.001037406404,2.287613089e-07,-2.620219946e-11,1.213529528e-15,-345951505,-211.5498906
Pb,1000.0,1213.382285,-19.06116019,2.619299546,-0.000382951961,6.68818045e-07,-6.06123108e-10,2.240022429e-13,22820.96238,6.2013692,-9084313.07,26726.7318,-26.26244039,0.01358282305,-2.685523566e-06,2.3524328e-10,-7.324114532e-15,-148165.0666,215.4011624
Pbplus,1000.0,9.48668904,-0.1134955793,2.500549799,-1.382464681e-06,1.906022991e-09,-1.368396828e-12,4.003528117e-16,109543.8901,7.5388559,1320690183,-4096.04801,7.38910151,-0.002807751909,7.83099165e-07,-9.31060091e-11,4.016371727e-15,135434.7306,-27.22020908
Pbminus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,17762.2614,8.2351321,0.0,0.0,2.5,0.0,0.0,0.0,0.0,17762.2614,8.2351321
PbBr,1000.0,-2393.487988,-45.7659121,4.69260828,-0.000384529063,5.8882135e-07,-4.08479289e-10,1.202515201e-13,6662.43477,5.99170551,-2581831.67,7143.49076,-2.65819364,0.00310772226,-4.63138154e-07,1.095529211e-11,1.508555088e-15,-39704.4098,59.5923865
PbBr2,1000.0,-6172.76636,-67.8320763,7.27315614,-0.000599059612,7.35863461e-07,-4.74360481e-10,1.246922291e-13,-14278.90796,-0.698799215,-13204.21479,-1.143074947,7.00097254,-4.28447161e-07,1.018044861e-10,-1.234016791e-14,5.97133765e-19,-14622.1375,0.8868582650000001
PbBr3,1000.0,-11644.2425,-155.5151665,10.62317321,-0.001361947117,1.668738791e-06,-1.073686019e-09,2.81825034e-13,-14782.08304,-14.43758579,-27879.30766,-2.633265111,10.00223199,-9.80776141e-07,2.326232632e-10,-2.81599446e-14,1.361283735e-18,-15569.81182,-10.81765474
PbBr4,1000.0,-11764.58199,-256.7166983,14.02223292,-0.002224117068,2.716201994e-06,-1.743340164e-09,4.567359749999999e-13,-24621.25551,-28.8202075,-38802.1603,-4.38293377,13.00369823,-1.620061335e-06,3.83413088e-10,-4.63396718e-14,2.237427066e-18,-25923.27065,-22.87710636
PbCL,1000.0,-2902.700749,-82.9345971,4.71482448,-0.0001931473228,9.10557902e-08,5.419385229999999e-11,-3.2849697e-14,125.4460217,4.323194455,-385428553,692.21975,4.50997124,-0.0006853421299999999,5.0873955e-07,-9.772753809999999e-11,5.807471579999999e-15,-5269.68472,6.646491015
PbCL2,1000.0,2830.580143,-313.4256659,8.21282729,-0.002585096173,3.109456077e-06,-1.972978208e-09,5.12354248e-13,-21675.69042,-9.219412244,-31491.92744,-5.56547758,7.00459954,-1.986025455e-06,4.65171959e-10,-5.57913701e-14,2.67814357e-18,-23274.39309,-2.140739285
PbCL3,1000.0,862.3588970000001,-525.315275,12.03336337,-0.00433518498,5.21569835e-06,-3.31002238e-09,8.596970609999999e-13,-21805.76379,-26.94206962,-56644.1279,-9.32951479,10.00771099,-3.32972757e-06,7.79933081e-10,-9.3546061e-14,4.4905897e-18,-24485.08643,-15.0749087
PbCL4,1000.0,17394.05796,-890.213932,16.37565058,-0.00708899226,8.43256734e-06,-5.30530939e-09,1.368671294e-12,-38882.1562,-48.50133784,-82666.7956,-16.39486405,13.01336711,-5.7161414e-06,1.32936839e-09,-1.585922492e-13,7.58176361e-18,-43439.84220000001,-28.74559263
PbF,1000.0,26848.64255,-475.172564,6.01964437,-0.002718531008,2.942882954e-06,-1.687543009e-09,4.08612208e-13,-10790.38653,-4.98304884,-473420275,1027.785283,3.88865873,-0.0001649813448,2.93116326e-07,-5.76645965e-11,3.24748619e-15,-20261.65076,9.31948389
PbF2,1000.0,59205.5228,-1052.529292,10.28969284,-0.00587634627,6.10233313e-06,-3.42479264e-09,8.024025419999999e-13,-49990.50000000001,-25.25115478,-85058.99769999999,-30.74244334,7.02334604,-9.45518359e-06,2.108489027e-09,-2.434212002e-13,1.133872429e-17,-55522.3677,-5.49607322
PbF3,1000.0,85530.9087,-1731.036694,15.5659615,-0.01022225919,1.089984998e-05,-6.269998819999999e-09,1.502616508e-12,-53003.3567,-53.3573348,-145970.4258,-48.2039643,10.03685845,-1.501095764e-05,3.36247499e-09,-3.89602071e-13,1.820152103e-17,-62068.6959,-20.06978661
PbF4,1000.0,130996.3563,-2307.299499,19.4520144,-0.01024522729,9.39587496e-06,-4.62689415e-09,9.450881430000001e-13,-88041.47459999999,-75.2464582,-213261.6322,-85.7862195,13.06428551,-2.575563598e-05,5.69332459e-09,-6.526219550000001e-13,3.02234196e-17,-100290.8979,-35.9024028
PbI,1000.0,-2717.33406,-15.42541996,4.5653279,-0.0001061215818,2.414841342e-07,-1.876070301e-10,6.460614269999999e-14,11818.64978,7.66980267,-3901070.25,11479.76718,-8.17610902,0.0065234547,-1.522611682e-06,1.626692202e-10,-6.55332888e-15,-61544.3369,99.3840497
PbI2,1000.0,-5904.98672,-48.3330703,7.19543803,-0.000429860009,5.29141207e-07,-3.41640282e-10,8.99134192e-14,-3107.780155,1.324773678,-10883.39477,-0.816441837,7.0006973,-3.079876763e-07,7.331718140000001e-11,-8.89919388e-15,4.3107125e-19,-3352.09638,2.458605463
PbI3,1000.0,-10149.96331,-59.380782,10.24073798,-0.000530469453,6.53862303e-07,-4.22589572e-10,1.113029818e-13,-113.8482403,-8.9755405,-16242.29573,-1.002945584,10.00085839,-3.79667974e-07,9.04675172e-11,-1.098840054e-14,5.325388290000001e-19,-413.825893,-7.57941711
PbI4,1000.0,-12170.96972,-72.2631744,13.29294204,-0.00064546609,7.95576185e-07,-5.14163283e-10,1.354188031e-13,-8528.148679999998,-20.10457498,-19584.77744,-1.223385179,13.00104732,-4.63329569e-07,1.104213978e-10,-1.341397771e-14,6.50170611e-19,-8893.193200000002,-18.40570345
PbO,1000.0,34240.25,-419.805011,4.72030641,0.001451061751,-3.20603546e-06,2.713956273e-09,-8.333275609999999e-13,9253.186469999999,0.448289121,242699685,-110.7731354,3.18068449,0.001991815065,-1.079782025e-06,2.540990941e-10,-1.834652493e-14,8339.391539999999,10.50920926
PbO2,1000.0,70710.5829,-1076.757462,9.40171173,-0.001003861584,-1.233815617e-06,1.858386979e-09,-6.83462121e-13,19996.45981,-25.03976748,-130779667,-73.1436145,7.55408341,-2.143421561e-05,4.696463999999999e-09,-5.34497218e-13,2.460760535e-17,14133.86101,-12.52684909
PbS,1000.0,15298.40503,-343.974635,5.68063064,-0.002232931917,2.504608209e-06,-1.470427328e-09,3.57752719e-13,15785.51202,-2.628900926,2105441649,-5520.41358,9.36924926,-0.001410262019,-1.642683362e-07,1.451447577e-10,-1.393564925e-14,50093.3453,-32.17417657
PbS2,1000.0,24463.7588,-665.485546,9.92020118,-0.00492419438,5.71690629e-06,-3.52948883e-09,8.971138350000001e-13,30443.1013,-22.95765552,-54167003,-13.43600342,7.51070036,-4.497318629999999e-06,1.032444494e-09,-1.219580043e-13,5.78580465e-18,27012.29533,-8.714618097
Rb,1000.0,13.52856616,-0.2042232679,2.501213823,-3.6506199e-06,5.88472267e-09,-4.84227472e-12,1.596211946e-15,8985.56921,6.20700548,-1138274064,3804.04194,-2.750899258,0.0038914607,-1.632296823e-06,3.51189314e-10,-2.521064422e-14,-14664.54849,42.53442370000001
Rbplus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,58203.2736,5.52050692,0.0,0.0,2.5,0.0,0.0,0.0,0.0,58203.2736,5.52050692
Rbminus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2600.405796,5.52052617,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2600.405796,5.52052617
RbBO2,1000.0,41986.5775,-679.944833,8.18515101,0.002772536733,-6.17577047e-07,-9.42613625e-10,4.72241424e-13,-80203.3959,-12.39198887,91544.63399999999,-1668.328341,11.17268757,-0.000450553353,9.68133059e-08,-1.088037652e-11,4.96773366e-16,-75079.0325,-31.31951149
RbBr,1000.0,-5703.8597,20.92281597,4.37060737,0.000449460478,-4.835438840000001e-07,3.5260686e-10,-9.88653832e-14,-24491.12515,6.4274317,1609092474,-4466.77459,9.06409206,-0.001995333358,4.01663352e-07,-4.1630914e-12,-3.092443341e-15,4427.46769,-27.57714089
RbCL,1000.0,-5740.809579999999,-15.28835285,4.5152009,0.0001067270745,-6.38594559e-09,-1.301381692e-11,1.641459742e-14,-28142.43986,4.190115141,-1143043004,4003.86188,-1.096156782,0.00403358128,-1.454151464e-06,2.719263762e-10,-1.81046398e-14,-52976.86040000001,43.11317822
RbF,1000.0,32873.6019,-608.090746,7.40662236,-0.00727786472,1.013930727e-05,-7.141372500000001e-09,2.014332982e-12,-38498.3413,-13.75750778,-854481.1149999999,2633.756505,1.216216506,0.002136494067,-6.72842608e-07,1.134905135e-10,-6.825624440000001e-15,-58101.7911,25.88118896
RbH,1000.0,8908.270610000001,46.498704,1.833967623,0.00844427914,-1.167538647e-05,8.01038942e-09,-2.162578321e-12,13282.48009,12.79544976,-2937703.53,9379.81726,-7.54256346,0.007493226800000001,-2.159228887e-06,2.871300173e-10,-1.459981256e-14,-45955.18829999999,83.6566432
RbI,1000.0,-769.30528,-29.68608844,4.64874584,-0.0002962415236,5.97813534e-07,-4.351255250000001e-10,1.313617336e-13,-17866.10717,5.81240983,4297424.85,-12969.11161,19.58730402,-0.008458425589999999,2.463480035e-06,-3.19157573e-10,1.458455589e-14,64329.4804,-100.9499336
RbK,1000.0,24946.95429,-455.306066,7.68618995,-0.01108112244,2.093398586e-05,-1.824445366e-08,5.61764536e-12,15161.3616,-10.63563675,-4175391.07,5918.588510000001,9.20264942,-0.010609336,4.96482606e-06,-8.716698790000001e-10,5.22188796e-14,-32727.6904,-13.72401997
RbLi,1000.0,-2263.413044,-28.8849691,4.55582654,0.000362566753,-9.59800222e-07,1.631010244e-09,-8.159825980000001e-13,18534.5525,2.831743182,10855151.94,-38051.0697,55.1655504,-0.03128845612,9.26165025e-06,-1.264671408e-09,6.43166205e-14,254396.4131,-352.075871
RbNO2,1000.0,-71994.2003,1265.802595,-2.415715742,0.0305464142,-3.68400405e-05,2.247716481e-08,-5.54752743e-12,-30373.81667,48.14256904,-164499.4453,-849.944344,10.63080575,-0.0002517893988,5.56142012e-08,-6.378805599999999e-12,2.957679896e-16,-21285.90982,-25.68367325
RbNO3,1000.0,-26646.69172,880.763479,-3.159459457,0.0427122902,-5.35102921e-05,3.36096975e-08,-8.503290509999999e-12,-43535.95460000001,49.43052899,-314741.3867,-1371.457846,14.01319759,-0.000403027502,8.87833229e-08,-1.016221214e-11,4.704254090000001e-16,-35043.3994,-46.19379241
RbNa,1000.0,29744.55567,-508.279059,7.73403352,-0.0101300684,1.745455325e-05,-1.39872547e-08,3.96810677e-12,16823.79436,-12.4008529,4297114.27,-18310.13588,34.543942,-0.02230134993,7.33987453e-06,-1.064784996e-09,5.61759846e-14,124261.0951,-199.366198
RbO,1000.0,190008.1316,-3428.22899,24.80251273,-0.0505165458,6.47633876e-05,-4.198012420000001e-08,1.093889043e-11,20838.9845,-109.755915,617075688,-2175.08962,8.29041221,-0.002996487663,1.233144275e-06,-2.115810631e-10,1.24260743e-14,18281.64827,-21.17386042
RbOH,1000.0,12138.32721,-544.141159,8.45981464,-0.00356152656,2.99287239e-06,-7.2802674e-10,-4.55384718e-14,-27872.62486,-19.13421991,895858313,-2332339,7.97119248,0.0001044439355,-6.32825775e-08,1.029358824e-11,-5.74327779e-16,-15155.68947,-19.50051629
Rb2Br2,1000.0,-8005.5254,-21.11968088,10.08629404,-0.000191193609,2.36605949e-07,-1.53372238e-10,4.04872506e-14,-69273136,-9.62243463,-10145.35336,-0.360155032,10.00031058,-1.380745805e-07,3.30206795e-11,-4.02158182e-15,1.953006729e-19,-69379.6088,-9.12256236
Rb2CL2,1000.0,-11250.39522,-67.56953990000001,10.27381915,-0.000603184899,7.43332478e-07,-4.803372160000001e-10,1.264973638e-13,-77067575,-13.63652575,-18188.75133,-1.13790358,10.00097318,-4.3021564e-07,1.024725787e-10,-1.244291058e-14,6.02891239e-19,-77408.9767,-12.04843385
Rb2F2,1000.0,-8178.3471,-333.473354,11.31540799,-0.002842914926,3.45495958e-06,-2.209373419e-09,5.77207327e-13,-104223.0504,-23.68991587,-43765.7439,-5.76145204,10.00482691,-2.104159548e-06,4.96241627e-10,-5.98217497e-14,2.882751742e-18,-105917.6154,-16.03254014
Rb2I2,1000.0,-5839.66355,-9.5275379,10.03904495,-8.668754e-05,1.074384368e-07,-6.97212223e-11,1.842065721e-14,-55027.8096,-7.17411332,-6799.83464,-0.1642527699,10.000142,-6.32142073e-08,1.51281117e-11,-1.843027189e-15,8.95124418e-20,-55075.7962,-6.94804539
Rb2O,1000.0,19712.76138,-462.750886,8.58829313,-0.003085559728,3.45198014e-06,-2.068570368e-09,5.132480499999999e-13,-12848.54711,-12.64891828,-38463.6009,-10.82831019,7.00842189,-3.47622812e-06,7.86978506e-10,-9.19568385e-14,4.325201520000001e-18,-15253.73768,-3.23038878
Rb2O2,1000.0,32605.5323,-757.816472,10.70815124,0.001148004329,-3.29124367e-06,2.853106637e-09,-8.72159068e-13,-24753.17258,-24.3427646,-131856.7396,-96.47737790000001,10.07222726,-2.894921706e-05,6.4056391e-09,-7.35141939e-13,3.40856171e-17,-28821.79733,-19.10948823
Rb2O2H2,1000.0,-4577.07653,-841.7631,17.04083828,-0.00535788254,3.95177877e-06,-2.051775094e-10,-4.08541691e-13,-76949.8217,-54.3541278,1792711652,-4659.406599999999,16.93822422,0.0002106246492,-1.26961747e-07,2.063382927e-11,-1.150861507e-15,-50241.1763,-60.27054920000001
Rb2SO4,1000.0,60948.54930000001,-688.97059,7.03424218,0.0393394547,-5.49892051e-05,3.71634108e-08,-9.91986338e-12,-131187.7657,-4.450168488,-530289831,-951.543545,19.71013517,-0.0002842916301,6.289142939999999e-08,-7.2193243e-12,3.34871819e-16,-133871.3151,-70.56246881999999
Rn,1000.0,3.38943209e-06,-1.311675533e-07,2.500000001,-2.978593139e-12,4.33705073e-15,-3.18204022e-18,9.24778703e-22,-745.374999,6.95244198,27301.90029,-82.8467262,2.598178483,-5.81372985e-05,1.819136527e-08,-2.866656182e-12,1.789322176e-16,-220.280934,6.25500571
Rnplus,1000.0,-0.09697148970000001,0.001106742047,2.499994937,1.189388239e-08,-1.515895754e-11,9.95893481e-15,-2.640751817e-18,124730476,8.3387617,-19982.85319,59.3067566,2.432476003,3.71602592e-05,-1.012057848e-08,1.192256661e-12,-3.18452198e-17,124352.8478,8.82199779
S,1000.0,-317.484182,-192.4704923,4.68682593,-0.0058413656,7.53853352e-06,-4.86358604e-09,1.256976992e-12,33235.9218,-5.718523969,-485424479,1438.830408,1.258504116,0.000379799043,1.630685864e-09,-9.54709585e-12,8.041466646e-16,23349.9527,15.59554855
Splus,1000.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,153502.6117,5.43622334,1346218684,-4056.87151,7.15343655,-0.002523562352,6.42953961e-07,-6.43167216e-11,2.141387919e-15,179282.3835,-27.86935079
Sminus,1000.0,-2596.051473,-142.2398653,4.00782567,-0.00360885591,4.23623e-06,-2.520987604e-09,6.07947976e-13,8197.79307,-2.582377345,2730.311692,141.4072078,2.403340775,3.69357753e-05,-7.94408044e-09,8.95220838e-13,-4.09966282e-17,6931.1957,6.574986902
SCL,1000.0,16130.51454,-560.624955,8.06493113,-0.0091863264,1.224205395e-05,-8.20956202e-09,2.205087197e-12,19977.3928,-16.9335441,-94051.23449999999,362.976085,4.06995936,0.0003034029742,-8.24830139e-08,1.252700734e-11,-6.41746365e-16,15231.11069,6.014528409
SCL2,1000.0,57923.1183,-1062.447681,10.37694738,-0.00613022902,6.463485999999999e-06,-3.67903805e-09,8.73193165e-13,1262.475821,-26.91769492,-234103.9963,428.7569580000001,6.47141539,0.000317947674,-9.74748308e-08,1.39331857e-11,-6.39479517e-16,-7210.4737,-2.774273151
SCL2plus,1000.0,49348.7687,-960.1641020000001,9.88479278,-0.004950257170000001,4.94628697e-06,-2.678720604e-09,6.07684403e-13,111281.2037,-23.42664942,-233940.3605,551.628326,6.12521216,0.000677105632,-2.674382769e-07,4.93593888e-11,-2.955831247e-15,102678.7381,0.1365611954
SD,1000.0,-32955.7499,164.7104687,4.97898455,-0.00803158571,1.653766397e-05,-1.345197981e-08,4.00043153e-12,14358.62329,-1.997334017,245673249,-1180.034105,5.28469005,-0.0002384319882,6.009960290000001e-08,-7.13116364e-12,4.0358587e-16,22655.45124,-8.350483655
SF,1000.0,12064.56774,-291.027077,5.48010157,-0.001975880235,2.47368599e-06,-1.610904623e-09,4.31003854e-13,1991.337574,-4.544138975,763458075,-2423.63843,7.35219871,-0.001598026079,4.86851502e-07,-6.47800053e-11,2.98029731e-15,15774.61591,-19.02584835
SFplus,1000.0,65783.0367,-698.669997,5.62129224,-0.000690927411,-1.28239278e-07,4.02132042e-10,-1.424033453e-13,122175.1247,-6.682377715,-937494.39,2377.21424,2.052929113,0.001081609837,-1.535468024e-07,8.2226919e-12,3.25974688e-17,102684.9122,18.87705768
SFminus,1000.0,50198.7928,-532.154931,4.90484901,0.0009915307419999999,-2.270841545e-06,1.844749756e-09,-5.3570572e-13,-26113.88646,-3.637468065,206892.3125,-1324.372811,6.64621124,-0.001641781588,6.78388312e-07,-1.198331099e-10,7.12173954e-15,-21509.94816,-14.70239183
SF2,1000.0,68708.71130000001,-843.241825,6.2694964,0.00648414245,-1.145126533e-05,8.770291560000001e-09,-2.542611601e-12,-32299807,-8.80002578,-170261.2287,-149.7038204,7.11093414,-4.4077416e-05,9.68220831e-09,-1.104468959e-12,5.09530878e-17,-37042.8949,-10.9525396
SF2plus,1000.0,131164.8923,-1552.127914,9.80342472,-0.002488118587,7.501565130000002e-07,3.135384495e-10,-1.986281446e-13,91377.5839,-27.92300566,-384753102,532.789302,6.2819089,0.000452279012,-1.426421096e-07,2.079708115e-11,-9.69170989e-16,78842.1381,-4.21611053
SF2minus,1000.0,52845.7248,-1032.342905,10.06404631,-0.00520950325,5.16838137e-06,-2.783420867e-09,6.28641008e-13,-44233.03780000001,-26.9926697,-93766.1895,-36.3899527,7.02794282,-1.142143365e-05,2.566295898e-09,-2.981125977e-13,1.395700722e-17,-49670.5033,-8.483087899
SF3,1000.0,128400.8253,-2084.871223,14.23421102,-0.00401503219,9.152258039999999e-07,1.109809721e-09,-5.98860272e-13,-52395.1734,-51.87194724,-241128346,-141.8950375,10.10590548,-4.231526910000001e-05,9.336120599999999e-09,-1.068727665e-12,4.9443426e-17,-63584.4586,-24.89561796
SF3plus,1000.0,215763.3857,-2564.488498,13.23216044,-0.0001749580869,-3.71295871e-06,3.58068842e-09,-1.084376153e-12,58760.8842,-50.24130184,-377826075,-162.1770252,9.96026597,0.0001237729568,-6.442207889999999e-08,1.300856025e-11,-7.915106980000001e-16,44154.26809999999,-26.7390077
SF3minus,1000.0,154650.0675,-2469.768526,16.57548496,-0.01020137434,9.36800846e-06,-4.7256726e-09,1.009661431e-12,-85001579,-65.32166474,-225386.0964,-130.8890242,10.0997238,-4.05234553e-05,9.06456522e-09,-1.049320641e-12,4.89920126e-17,-98002272,-25.24368023
SF4,1000.0,163618.3265,-2531.316261,15.59106568,0.00332670431,-1.054935525e-05,9.39136305e-09,-2.914816694e-12,-81155.5892,-61.31532958,-377712516,-293.7595659,13.21902007,-8.74766945e-05,1.929905265e-08,-2.209423506e-12,1.022335559e-16,-94831.7534,-42.43061278
SF4plus,1000.0,230958.7324,-3383.77767,21.01756367,-0.01106529555,9.038097280000001e-06,-4.05591264e-09,7.71257518e-13,64253.7515,-89.38224908000001,-418917275,40.0288964,12.83873264,0.0001340235036,-4.81813518e-08,7.57459596e-12,-3.69667078e-16,44699.4423,-37.60378598
SF4minus,1000.0,100552.3355,-2267.351994,19.7928456,-0.01163761842,1.161792139e-05,-6.28889547e-09,1.426371272e-12,-98955.9743,-79.16366078,320882208,-1710.416599,14.94425485,-0.001057207329,2.74284692e-07,-2.905761211e-11,1.084482543e-15,-100523.1225,-51.64256578
SF5,1000.0,222417685,-4043.99175,27.07196786,-0.01744176604,1.604198715e-05,-7.99724302e-09,1.667968061e-12,-92200.7827,-123.2426279,-389242637,-182.5826536,16.13765057,-5.54483423e-05,1.231433706e-08,-1.417173409e-12,6.5848894e-17,-113567.1054,-55.77524201
SF5plus,1000.0,377713562,-5646.07512,30.4940427,-0.02176488368,1.941993792e-05,-9.55620114e-09,2.000077302e-12,45922.0481,-148.9889627,-981434232,720.881739,15.64386818,-0.0002452519972,2.241690996e-07,-3.99003589e-11,2.279087545e-15,9090.95319,-55.31460631
SF5minus,1000.0,209503.1134,-3930.08114,27.02127215,-0.01792973203,1.718122152e-05,-9.00056019e-09,1.988018147e-12,-129181.6581,-123.1672857,-373321.92,-179.3729521,16.13699748,-5.57753997e-05,1.249477046e-08,-1.448104799e-12,6.7674623e-17,-149855.4401,-56.31439391
SF6,1000.0,330952674,-4737.68505,22.47738068,0.01046954309,-2.560641961e-05,2.153716967e-08,-6.51609896e-12,-125536.0583,-109.1760145,-730672.65,-636.705655,19.47442853,-0.0001894325671,4.17872283e-08,-4.78374495e-12,2.213516129e-16,-151060.9837,-81.47574587
SF6minus,1000.0,498580921,-6934.44574,34.4131833,-0.0198403236,1.497871222e-05,-6.133234650000001e-09,1.045159581e-12,-129706.9066,-174.7984495,-681807.3509999999,-594.742996,19.45009842,-0.0001820212649,4.05707957e-08,-4.683820930000001e-12,2.182263999e-16,-165890.2452,-79.65845887
SH,1000.0,6389.43468,-374.796092,7.54814577,-0.01288875477,1.907786343e-05,-1.265033728e-08,3.23515869e-12,17429.02395,-17.60761843,1682631601,-5177.15221,9.19816852,-0.002323550224,6.543914779999999e-07,-8.46847042e-11,3.86474155e-15,48992.14490000001,-37.70400275
SHminus,1000.0,38780.7076,-574.25906,6.89854446,-0.01001352412,1.486460572e-05,-9.7503689e-09,2.446909813e-12,-8735.38898,-16.15966489,1198715402,-3894.84682,7.66042233,-0.00135523759,3.34237024e-07,-3.35072231e-11,9.05508478e-16,13174.77387,-28.18370616
SN,1000.0,-68354.1235,1147.567483,-2.877802574,0.0172486432,-2.058999904e-05,1.26136964e-08,-3.139030141e-12,25641.43612,42.24006964,-483728446,1058.07559,3.086198804,0.000911136078,-2.764061722e-07,4.157370109999999e-11,-2.128351755e-15,23793.45477,10.33222139
SO,1000.0,-33427.57,640.38625,-1.006641228,0.01381512705,-1.704486364e-05,1.06129493e-08,-2.645796205e-12,-3371.29219,30.93861963,-1443410557,4113.87436,-0.538369578,0.002794153269,-6.63335226e-07,7.838221189999999e-11,-3.56050907e-15,-27088.38059,36.15358329
SOminus,1000.0,8420.196969999999,-69.1658668,3.83766661,0.002166482062,-2.811222562e-06,1.793426453e-09,-4.52179595e-13,-13541.62531,4.316141603,176715.6147,-663.398736,5.17727981,-0.0002853461125,7.21442153e-08,-3.67646949e-12,-2.910092894e-16,-9984.43801,-3.951456757
SOF2,1000.0,61145.7965,-908.1119669999999,6.88362326,0.01192459695,-1.67100641e-05,1.110723646e-08,-2.910788226e-12,-67429.3584,-11.25458745,-251055.5779,-607.443961,10.45046709,-0.0001796384979,3.96416973e-08,-4.54305524e-12,2.104969923e-16,-70720.71710000001,-29.04334504
SO2,1000.0,-53108.4214,909.031167,-2.356891244,0.02204449885,-2.510781471e-05,1.446300484e-08,-3.36907094e-12,-41137.52080000001,40.45512519,-112764.0116,-825.226138,7.61617863,-0.000199932761,5.65563143e-08,-5.45431661e-12,2.918294102e-16,-33513.0869,-16.55776085
SO2minus,1000.0,94609.01659999999,-856.269105,5.36007422,0.00760957674,-1.092005659e-05,7.20254773e-09,-1.85013822e-12,-45800.9481,-3.929956604,-179340.0005,-366.316876,7.27444105,-0.0001101944663,2.443328132e-08,-2.809735019e-12,1.305160431e-16,-49730.7261,-12.61421156
SO2CL2,1000.0,6821.59239,-584.9569200000001,8.59675691,0.01197228675,-1.3337607e-05,7.126128999999999e-09,-1.496150016e-12,-42307.8381,-16.52458363,-237663.9109,-964.7740410000001,13.71469904,-0.0002850327057,6.29350962e-08,-7.21784426e-12,3.34684022e-16,-41900.7299,-44.81942574999999
